,Unnamed: 0,Total Regions,Total Regions from lower,Total Regions from upper,North East,North East from lower,North East from upper,North West,North West from lower,North West from upper,Yorkshire and The Humber,Yorkshire and The Humber from lower,Yorkshire and The Humber from upper,East Midlands,East Midlands from lower,East Midlands from upper,West Midlands,West Midlands from lower,West Midlands from upper,East of England,East of England from lower,East of England from upper,London,London from lower,London from upper,South East,South East from lower,South East from upper,South West,South West from lower,South West from upper,Wales,Wales from lower,Wales from upper,Scotland,Scotland from lower,Scotland from upper
41,0068 De Montfort University Estimated Incoming Infection,50.6727,12.424852906800004,150.7796999999999,0.4709249999999999,0.09132352975,1.6408200000000002,5.1948,1.665,12.74724,2.9659500000000003,0.7226470601999999,8.550360000000001,19.266,4.023529376,60.8304,4.536675,0.9123529503,16.192439999999998,3.132675,0.78749999895,9.938880000000001,10.786425,3.18308823105,27.619020000000003,2.4765,0.6723529352,7.0713599999999985,0.5118750000000001,0.1323529425,1.6965,1.262625,0.2285294122,4.24908,0.06825,0.006176470649999999,0.2436
42,0057 University of Derby Estimated Incoming Infection,41.450175,9.5607352633,127.22532,0.4709249999999999,0.09132352975,1.6408200000000002,4.7268,1.515,11.59884,4.7658,1.1611764727999998,13.73904,21.6996,4.5317646656,68.51424,4.563,0.917647068,16.2864,1.3338,0.3352941172,4.23168,1.7043,0.5029411758,4.363919999999999,0.98475,0.2673529388,2.81184,0.348075,0.0900000009,1.15362,0.784875,0.14205882379999998,2.64132,0.06825,0.006176470649999999,0.2436
43,0172 The University of Dundee Estimated Incoming Infection,21.4656,2.8200000149,72.93732,0.5937749999999999,0.11514705925,2.0688600000000004,1.9188,0.615,4.70844,0.53235,0.1297058826,1.5346799999999998,0.17745,0.0370588232,0.56028,0.12285,0.024705882599999996,0.43848000000000004,0.19305,0.0485294117,0.61248,0.695175,0.20514705855,1.7800200000000002,0.2925,0.07941176400000001,0.8351999999999999,0.08190000000000001,0.0211764708,0.27144,0.20475,0.0370588236,0.6890400000000001,16.653,1.5070588386000001,59.4384
44,0116 University of Durham Estimated Incoming Infection,46.44997500000001,12.089558820349998,134.63598000000002,8.149049999999999,1.5802941234999999,28.393320000000006,11.5596,3.705,28.365479999999998,5.75445,1.4020588261999998,16.58916,1.69845,0.3547058792,5.36268,1.131975,0.2276470611,4.040279999999999,2.325375,0.58455882275,7.3776,8.1627,2.4088235262,20.900879999999997,4.3875,1.19117646,12.528,1.057875,0.2735294145,3.5061,1.7745,0.32117647120000004,5.97168,0.4485,0.0405882357,1.6007999999999998
45,0117 The University of East Anglia Estimated Incoming Infection,33.13245000000001,8.739264690000002,97.28165999999996,0.4709249999999999,0.09132352975,1.6408200000000002,2.1528,0.69,5.28264,1.4703,0.3582352948,4.23864,1.6857750000000002,0.3520588204,5.32266,0.517725,0.1041176481,1.84788,13.452075,3.3816176425499997,42.67871999999999,8.633625,2.54779411425,22.1067,3.5490000000000004,0.9635294031999999,10.13376,0.5323500000000001,0.1376470602,1.7643600000000002,0.580125,0.1050000002,1.95228,0.08775000000000001,0.00794117655,0.3132
46,0058 The University of East London Estimated Incoming Infection,44.39565,12.8620588056,116.40774,0.143325,0.02779411775,0.4993800000000001,1.3572,0.435,3.3303599999999998,0.4563,0.1111764708,1.3154400000000002,0.3549,0.0741176464,1.12056,0.272025,0.0547058829,0.9709200000000001,1.921725,0.4830882346500001,6.096959999999998,37.8534,11.170588220399999,96.92496,1.3845,0.3758823496,3.9532800000000003,0.21840000000000004,0.056470588799999985,0.7238399999999999,0.375375,0.0679411766,1.26324,0.0585,0.0052941177,0.2088
47,0016 Edge Hill University Estimated Incoming Infection,105.882075,33.20205882565001,264.87672000000003,0.4709249999999999,0.09132352975,1.6408200000000002,98.7948,31.665,242.42723999999998,2.15475,0.525000001,6.211799999999998,0.519675,0.1085294108,1.6408200000000002,0.728325,0.14647058970000001,2.5995599999999994,0.201825,0.05073529405,0.64032,0.3588,0.1058823528,0.91872,0.26325,0.0714705876,0.7516799999999999,0.12285,0.0317647062,0.40715999999999997,2.218125,0.401470589,7.464600000000001,0.04875,0.00441176475,0.174
48,0107 Edinburgh Napier University Estimated Incoming Infection,19.9017,2.18955883975,69.54258,0.552825,0.10720588275000001,1.92618,0.7487999999999999,0.24,1.83744,0.3042,0.0741176472,0.8769600000000001,0.088725,0.0185294116,0.28014,0.061425,0.012352941299999998,0.21924000000000002,0.0702,0.0176470588,0.22272,0.22425,0.0661764705,0.5742,0.0975,0.026470588,0.2784,0.047775000000000005,0.012352941299999998,0.15834,0.1365,0.0247058824,0.4593600000000001,17.5695,1.5900000159,62.7096
49,0167 The University of Edinburgh Estimated Incoming Infection,52.847925,10.788970600899999,162.92316,1.92465,0.3732352955,6.70596,8.9856,2.88,22.049280000000003,4.0053,0.9758823548000001,11.54664,1.09005,0.2276470568,3.4417199999999997,0.61425,0.123529413,2.1924,1.3864499999999995,0.34852941130000004,4.39872,8.857875,2.61397058475,22.6809,3.12975,0.8497058748,8.936639999999999,1.126125,0.29117647350000003,3.7323,1.535625,0.277941177,5.1678000000000015,20.19225,1.82735295945,72.0708
50,0118 The University of Essex Estimated Incoming Infection,30.75735,8.4908823395,85.91424,0.20475,0.0397058825,0.7134,1.4975999999999998,0.48,3.67488,0.7098,0.17294117679999998,2.04624,0.63375,0.13235294,2.001,0.4562999999999999,0.0917647068,1.62864,7.4148749999999986,1.86397058575,23.5248,16.347825,4.8242646994500005,41.85918000000001,2.5057500000000004,0.6802941116,7.15488,0.416325,0.10764705990000001,1.37982,0.511875,0.092647059,1.7226,0.0585,0.0052941177,0.2088
51,0119 The University of Exeter Estimated Incoming Infection,44.018325,11.366470586749998,130.68966,0.28665,0.0555882355,0.99876,3.51,1.125,8.613000000000001,1.3182,0.32117647120000004,3.80016,1.229475,0.2567647036,3.88194,1.7813249999999998,0.3582352977,6.3579599999999985,2.7027,0.6794117637999999,8.57472,10.4949,3.0970588194,26.872560000000004,8.745750000000001,2.3744117436,24.972479999999997,7.821450000000001,2.0223529613999998,25.922520000000002,5.767125,1.0438235314,19.40796,0.36075,0.03264705915,1.2876
