,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,Wales,Scotland,Total Regions
0051 The University of Brighton Estimated Incoming Infection,1.2480000000000002,2.021,1.161,1.716,1.3869999999999998,5.2855,15.214500000000001,22.872,2.9375,0.6475,0.09100000000000001,54.581
0337 The University College of Osteopathy Estimated Incoming Infection,0.0,0.043,0.027000000000000003,0.044000000000000004,0.038,0.155,1.0534999999999999,0.228,0.025,0.0175,0.0,1.631
0112 The University of Bristol Estimated Incoming Infection,1.716,8.385,3.051,3.19,4.37,4.495,17.7625,9.888,11.025,3.9725,0.273,68.128
0113 Brunel University London Estimated Incoming Infection,0.195,1.032,0.405,0.616,0.741,2.5885000000000002,32.2175,3.984,0.675,0.35,0.035,42.83899999999999
0009 Buckinghamshire New University Estimated Incoming Infection,0.468,4.257,1.161,1.4080000000000001,2.964,3.41,17.542,7.38,0.8,0.31499999999999995,0.063,39.768
0203 The University of Buckingham Estimated Incoming Infection,0.117,0.43,0.29700000000000004,0.5720000000000001,0.494,1.1005,2.303,1.896,0.275,0.0875,0.035,7.607000000000001
0114 The University of Cambridge Estimated Incoming Infection,2.535,7.525,3.8340000000000005,2.97,2.565,8.029,15.777999999999999,6.096,2.3125,1.05,0.42700000000000005,53.1215
0188 The Institute of Cancer Research Estimated Incoming Infection,0.0,0.043,0.0,0.022000000000000002,0.0,0.04650000000000001,0.6859999999999999,0.10799999999999998,0.0125,0.0175,0.0,0.9354999999999999
0012 Canterbury Christ Church University Estimated Incoming Infection,0.195,0.688,0.27,0.44,0.304,3.4255,13.23,21.491999999999997,0.3625,0.1225,0.028000000000000004,40.5575
0179 Cardiff University Estimated Incoming Infection,0.7020000000000001,5.289,1.5930000000000002,2.2,5.966,2.2475,6.3454999999999995,7.296,10.6875,37.309999999999995,0.10500000000000002,79.74149999999999
0089 Cardiff Metropolitan University Estimated Incoming Infection,0.195,1.29,0.43200000000000005,0.506,1.805,0.465,0.6615000000000001,1.2,3.725,21.175,0.049,31.503500000000003
0053 The University of Central Lancashire Estimated Incoming Infection,1.755,136.525,4.914000000000001,1.43,1.805,0.899,1.7394999999999998,0.792,0.525,0.7175,0.14,151.24199999999996
0011 University of Chester Estimated Incoming Infection,1.17,59.727,2.7270000000000003,1.584,6.593,0.7595000000000001,1.029,0.6839999999999999,0.5,6.16,0.049,80.98249999999999
0082 The University of Chichester Estimated Incoming Infection,0.15600000000000003,0.516,0.27,0.638,0.43700000000000006,0.899,1.5190000000000001,8.616,0.875,0.21,0.021,14.157000000000002
"0115 City, University of London Estimated Incoming Infection",0.273,1.376,0.43200000000000005,0.638,0.6459999999999999,3.193,44.247,2.532,0.5125,0.21,0.098,54.157500000000006
0199 Conservatoire for Dance and Drama Estimated Incoming Infection,0.273,0.5589999999999999,0.43200000000000005,0.198,0.19,0.248,1.1515,0.408,0.25,0.14,0.049,3.8985000000000003
0201 Courtauld Institute of Art Estimated Incoming Infection,0.0,0.129,0.027000000000000003,0.044000000000000004,0.038,0.0775,0.6125,0.12,0.0875,0.0175,0.0,1.153
0056 Coventry University Estimated Incoming Infection,0.7410000000000001,4.128,4.077000000000001,8.712,38.399,4.6345,20.2125,4.476,1.45,0.8225,0.042,87.69450000000002
0002 Cranfield University Estimated Incoming Infection,0.234,1.032,0.405,0.616,0.57,1.023,1.617,1.296,1.4875,0.21,0.07700000000000001,8.5675
0206 University for the Creative Arts Estimated Incoming Infection,0.117,0.645,0.35100000000000003,0.44,0.494,1.054,4.312,4.667999999999999,0.4875,0.1925,0.035,12.796000000000001
0038 University of Cumbria Estimated Incoming Infection,2.9640000000000004,32.723,1.6470000000000002,0.5720000000000001,0.38,0.32549999999999996,2.7195,0.27599999999999997,0.2375,0.1925,0.23800000000000002,42.275
0068 De Montfort University Estimated Incoming Infection,0.897,4.773,3.1590000000000003,33.44,9.823,5.5335,11.784500000000001,3.048,0.9375,0.6475,0.049,74.092
0057 University of Derby Estimated Incoming Infection,0.897,4.343,5.0760000000000005,37.664,9.88,2.356,1.8619999999999999,1.212,0.6375,0.4025,0.049,64.37900000000002
