,Unnamed: 0,Total Regions,Total Regions from lower,Total Regions from upper,North East,North East from lower,North East from upper,North West,North West from lower,North West from upper,Yorkshire and The Humber,Yorkshire and The Humber from lower,Yorkshire and The Humber from upper,East Midlands,East Midlands from lower,East Midlands from upper,West Midlands,West Midlands from lower,West Midlands from upper,East of England,East of England from lower,East of England from upper,London,London from lower,London from upper,South East,South East from lower,South East from upper,South West,South West from lower,South West from upper,Wales,Wales from lower,Wales from upper,Scotland,Scotland from lower,Scotland from upper
58,0087 Glyndŵr University Estimated Incoming Infection,16.712,7.581000000000001,30.099500000000006,0.021,0.009000000000000001,0.041,2.664,1.887,3.663,0.065,0.035,0.105,0.026,0.012,0.046000000000000006,0.36,0.16,0.72,0.0225,0.0125,0.04,0.14950000000000002,0.0975,0.2145,0.02,0.012,0.032,0.014000000000000002,0.008,0.026,13.37,5.348000000000001,25.212000000000003,0.0,0.0,0.0
59,0131 Goldsmiths College Estimated Incoming Infection,14.9375,9.4525,22.238500000000005,0.1155,0.0495,0.2255,0.984,0.6970000000000001,1.3530000000000002,0.33799999999999997,0.182,0.546,0.208,0.096,0.3680000000000001,0.17550000000000002,0.078,0.35100000000000003,0.486,0.27,0.8640000000000001,11.155,7.275,16.005,0.89,0.534,1.4240000000000002,0.273,0.156,0.507,0.2625,0.10500000000000002,0.495,0.05,0.01,0.1
60,0336 Gower College Swansea Estimated Incoming Infection,0.4375,0.175,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.175,0.825,0.0,0.0,0.0
61,0059 The University of Greenwich Estimated Incoming Infection,25.017,15.8875,37.144,0.0945,0.0405,0.1845,0.5519999999999999,0.391,0.759,0.325,0.175,0.525,0.2145,0.099,0.3795,0.1215,0.054000000000000006,0.243,1.08,0.6,1.92,19.274,12.57,27.654,2.965,1.779,4.7440000000000015,0.168,0.096,0.3120000000000001,0.1925,0.07700000000000001,0.363,0.03,0.006,0.06
62,0208 Guildhall School of Music and Drama Estimated Incoming Infection,1.256,0.7515000000000001,1.9585,0.0105,0.0045,0.0205,0.14400000000000002,0.102,0.198,0.11699999999999999,0.063,0.189,0.0325,0.015,0.0575,0.0225,0.01,0.045,0.081,0.045,0.14400000000000002,0.575,0.375,0.825,0.135,0.081,0.21600000000000005,0.038500000000000006,0.022,0.07150000000000001,0.07,0.028000000000000004,0.132,0.03,0.006,0.06
63,0018 Harper Adams University Estimated Incoming Infection,7.474,4.0299999999999985,12.584499999999998,0.2415,0.1035,0.4715,1.776,1.258,2.4419999999999997,1.027,0.5529999999999999,1.659,0.754,0.348,1.334,0.5670000000000001,0.252,1.1340000000000001,0.531,0.295,0.944,0.2645,0.1725,0.3795,0.56,0.336,0.8960000000000001,0.3605,0.206,0.6695,1.1375,0.4550000000000001,2.145,0.255,0.051,0.51
64,0352 Hartpury University Estimated Incoming Infection,2.0755000000000003,1.0855,3.6519999999999997,0.0315,0.013499999999999998,0.061499999999999985,0.192,0.136,0.264,0.091,0.049,0.147,0.0975,0.045,0.1725,0.216,0.096,0.432,0.07200000000000001,0.04,0.128,0.138,0.09,0.198,0.26,0.156,0.416,0.4200000000000001,0.24,0.78,0.5425,0.21700000000000005,1.023,0.015,0.003,0.03
65,0171 Heriot-Watt University Estimated Incoming Infection,7.835000000000001,2.6265,14.543,0.3045,0.13049999999999998,0.5944999999999999,1.032,0.7310000000000001,1.419,0.325,0.175,0.525,0.07800000000000001,0.036000000000000004,0.138,0.0585,0.026,0.117,0.126,0.07,0.22400000000000006,0.3680000000000001,0.24,0.528,0.17,0.102,0.272,0.045500000000000006,0.026,0.0845,0.1225,0.049,0.231,5.205,1.041,10.41
66,0060 University of Hertfordshire Estimated Incoming Infection,28.1155,17.227999999999998,43.81099999999999,0.147,0.063,0.287,0.96,0.68,1.32,0.39,0.21000000000000005,0.63,0.6629999999999999,0.306,1.173,0.2745,0.122,0.5489999999999999,7.0920000000000005,3.94,12.608,16.1,10.5,23.1,1.925,1.155,3.08,0.22400000000000006,0.128,0.416,0.28,0.11200000000000003,0.528,0.06,0.012,0.12
67,0061 The University of Huddersfield Estimated Incoming Infection,38.2165,22.3935,59.38499999999999,0.3675,0.1575,0.7175,11.208,7.939000000000001,15.411,24.752,13.328,39.984,0.455,0.21,0.805,0.216,0.096,0.432,0.1935,0.1075,0.344,0.4255,0.2775,0.6105,0.175,0.105,0.28,0.049,0.028000000000000004,0.091,0.35,0.14,0.66,0.025,0.005,0.05
68,0120 The University of Hull Estimated Incoming Infection,32.69049999999999,18.1485,52.47550000000001,0.9135,0.3915,1.7835,3.72,2.635,5.115,23.933000000000003,12.887,38.661,1.2285,0.5670000000000001,2.1735,0.3105,0.138,0.621,0.4905,0.2725,0.872,1.2765,0.8325,1.8315,0.44,0.264,0.7040000000000001,0.098,0.056000000000000015,0.182,0.245,0.098,0.462,0.035,0.007000000000000001,0.07
69,"0132 Imperial College of Science, Technology and Medicine Estimated Incoming Infection",16.3575,10.01,25.1095,0.273,0.117,0.5329999999999999,2.28,1.615,3.135,0.8059999999999999,0.4340000000000001,1.3019999999999998,0.4095,0.189,0.7245,0.3645,0.162,0.7289999999999999,0.7515,0.4175,1.336,8.521500000000001,5.5575,12.2265,1.595,0.957,2.552,0.34650000000000003,0.198,0.6435000000000001,0.805,0.322,1.518,0.205,0.041,0.41
70,0121 Keele University Estimated Incoming Infection,17.093999999999998,10.0185,27.775,0.252,0.10799999999999997,0.492,6.624,4.692,9.107999999999999,1.131,0.6090000000000001,1.827,0.7865000000000001,0.363,1.3915,3.9555,1.758,7.911,0.5175,0.2875,0.92,1.955,1.275,2.805,0.73,0.438,1.168,0.22750000000000006,0.13,0.4225,0.875,0.35,1.65,0.04,0.008,0.08
71,0122 The University of Kent Estimated Incoming Infection,21.150499999999994,13.056,32.5545,0.126,0.053999999999999986,0.246,0.96,0.68,1.32,0.364,0.196,0.588,0.4225,0.195,0.7475,0.252,0.11200000000000003,0.504,1.8945,1.0525,3.3680000000000003,10.9825,7.1625,15.7575,5.48,3.2880000000000003,8.767999999999999,0.3115,0.17800000000000002,0.5785,0.3325,0.133,0.627,0.025,0.005,0.05
72,0134 King's College London Estimated Incoming Infection,36.776,23.0225,55.374,0.399,0.171,0.7789999999999999,2.8080000000000003,1.989,3.861,1.04,0.56,1.68,0.611,0.282,1.0810000000000002,0.5760000000000001,0.256,1.1520000000000001,1.5435,0.8575,2.7439999999999998,24.794,16.17,35.574,3.27,1.962,5.232,0.672,0.384,1.2480000000000002,0.8925,0.35700000000000004,1.683,0.17,0.034,0.34
73,0063 Kingston University Estimated Incoming Infection,25.065000000000005,15.8715,37.29950000000001,0.1995,0.08549999999999999,0.3895,0.888,0.629,1.2209999999999999,0.429,0.231,0.693,0.2275,0.105,0.4025,0.18,0.08,0.36,0.63,0.35,1.12,18.929,12.345,27.159,2.775,1.665,4.44,0.3745000000000001,0.214,0.6955,0.4025,0.161,0.759,0.03,0.006,0.06
74,0123 The University of Lancaster Estimated Incoming Infection,28.74150000000001,18.902500000000003,42.10150000000001,0.5565,0.2385,1.0865,20.976,14.858000000000002,28.842,2.158,1.162,3.486,0.5329999999999999,0.246,0.943,0.5805,0.258,1.161,0.4545,0.2525,0.8079999999999999,1.3225,0.8625,1.8975,0.7,0.42,1.12,0.2205,0.126,0.4095,1.1549999999999998,0.462,2.178,0.085,0.017,0.17
75,0211 Leeds Arts University Estimated Incoming Infection,4.114,2.4520000000000004,6.423000000000001,0.2415,0.1035,0.4715,1.56,1.1050000000000002,2.145,1.404,0.7560000000000001,2.2680000000000002,0.17550000000000002,0.081,0.3105,0.063,0.028000000000000004,0.126,0.1125,0.0625,0.2,0.253,0.165,0.363,0.125,0.075,0.2,0.042,0.024,0.07800000000000001,0.1225,0.049,0.231,0.015,0.003,0.03
76,0064 Leeds Beckett University Estimated Incoming Infection,53.80699999999999,31.44300000000001,84.48899999999998,2.8035,1.2015,5.4735000000000005,17.328,12.274,23.826,27.079,14.581,43.743,2.0735,0.957,3.6685,0.6255,0.278,1.251,0.8009999999999999,0.445,1.4240000000000002,1.2075,0.7875,1.7325,0.685,0.411,1.0959999999999999,0.2765,0.158,0.5135000000000001,0.8225,0.3290000000000001,1.551,0.105,0.021,0.21
77,0351 Leeds College of Music Estimated Incoming Infection,2.3305,1.3715000000000002,3.6775,0.0945,0.0405,0.1845,0.7439999999999999,0.527,1.023,0.728,0.392,1.176,0.14300000000000002,0.066,0.253,0.0675,0.03,0.135,0.0945,0.0525,0.168,0.21850000000000006,0.1425,0.3135,0.105,0.063,0.168,0.045500000000000006,0.026,0.0845,0.07,0.028000000000000004,0.132,0.02,0.004,0.04
78,0124 The University of Leeds Estimated Incoming Infection,57.5795,34.5045,89.65050000000002,2.394,1.026,4.674,19.776,14.008000000000004,27.192000000000004,18.160999999999998,9.779000000000002,29.337,2.5545,1.1789999999999998,4.519500000000002,1.3004999999999998,0.5780000000000001,2.6009999999999995,1.917,1.065,3.408,6.5665,4.2825,9.421500000000002,2.655,1.5929999999999995,4.248,0.7175,0.41,1.3325,1.3825,0.5529999999999999,2.607,0.155,0.031,0.31
79,0040 Leeds Trinity University Estimated Incoming Infection,8.613999999999999,4.8515,13.739999999999998,0.3675,0.1575,0.7175,1.608,1.139,2.2110000000000003,5.9670000000000005,3.213,9.639,0.2145,0.099,0.3795,0.063,0.028000000000000004,0.126,0.1035,0.0575,0.184,0.1035,0.0675,0.14850000000000002,0.065,0.039,0.104,0.0245,0.014000000000000002,0.0455,0.0875,0.035,0.165,0.01,0.002,0.02
80,0125 The University of Leicester Estimated Incoming Infection,18.553,10.6245,29.966000000000005,0.294,0.126,0.574,2.8560000000000003,2.023,3.927000000000001,1.508,0.812,2.436,3.913,1.806,6.923000000000001,1.2915,0.574,2.583,1.1745,0.6525,2.088,5.221,3.405,7.491,1.325,0.795,2.12,0.28,0.16,0.52,0.665,0.266,1.254,0.025,0.005,0.05
81,0062 The University of Lincoln Estimated Incoming Infection,22.10400000000001,11.831499999999998,36.9235,0.4515,0.1935,0.8815,2.4,1.7,3.3,6.617000000000001,3.563,10.688999999999998,7.0525,3.255,12.4775,0.5760000000000001,0.256,1.1520000000000001,2.5425,1.4125,4.52,1.1385,0.7425,1.6335,0.8,0.48,1.28,0.126,0.07200000000000001,0.23399999999999999,0.385,0.15400000000000005,0.7260000000000001,0.015,0.003,0.03
82,0023 Liverpool Hope University Estimated Incoming Infection,16.471,11.236000000000002,23.418000000000003,0.147,0.063,0.287,14.544,10.302,19.998,0.46799999999999997,0.252,0.7559999999999999,0.14950000000000002,0.06899999999999999,0.2645,0.2655,0.118,0.531,0.053999999999999986,0.03,0.096,0.184,0.12,0.264,0.075,0.045,0.12,0.0315,0.018000000000000002,0.0585,0.5425,0.21700000000000005,1.023,0.01,0.002,0.02
83,0065 Liverpool John Moores University Estimated Incoming Infection,77.66649999999998,52.28350000000001,111.5605,0.525,0.225,1.025,66.408,47.03900000000001,91.311,2.353,1.267,3.801,0.6825,0.315,1.2075,1.1745,0.522,2.349,0.2835,0.1575,0.504,0.644,0.42,0.924,0.395,0.237,0.632,0.161,0.092,0.29900000000000004,5.004999999999999,2.002,9.437999999999999,0.035,0.007000000000000001,0.07
84,0209 The Liverpool Institute for Performing Arts Estimated Incoming Infection,1.6925,1.0664999999999998,2.5595,0.0315,0.013499999999999998,0.061499999999999985,1.032,0.7310000000000001,1.419,0.15600000000000006,0.084,0.252,0.065,0.03,0.115,0.063,0.028000000000000004,0.126,0.0315,0.0175,0.056000000000000015,0.1035,0.0675,0.14850000000000002,0.055,0.033,0.08800000000000001,0.0175,0.01,0.0325,0.1225,0.049,0.231,0.015,0.003,0.03
85,0126 The University of Liverpool Estimated Incoming Infection,55.6405,35.916,82.74799999999999,0.882,0.378,1.722,37.608000000000004,26.639,51.71100000000001,4.602,2.478,7.434,1.3975,0.645,2.4725,1.7685,0.7859999999999999,3.537,0.8639999999999999,0.48,1.536,2.852,1.86,4.0920000000000005,1.525,0.915,2.44,0.5565000000000001,0.318,1.0335,3.5,1.4,6.6,0.085,0.017,0.17
86,0228 Liverpool School of Tropical Medicine Estimated Incoming Infection,0.7095,0.4555,1.0550000000000002,0.0105,0.0045,0.0205,0.48,0.34,0.66,0.039000000000000014,0.021,0.063,0.013,0.006,0.023000000000000003,0.009000000000000001,0.004,0.018000000000000002,0.009000000000000001,0.005,0.016,0.046000000000000006,0.03,0.066,0.025,0.015,0.04,0.0105,0.006,0.019500000000000003,0.0525,0.021,0.099,0.015,0.003,0.03
87,0334 Grŵp Llandrillo Menai Estimated Incoming Infection,4.9304999999999986,1.9869999999999999,9.273,0.0,0.0,0.0,0.048,0.034,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8824999999999985,1.953,9.207,0.0,0.0,0.0
88,"0024 University of the Arts, London Estimated Incoming Infection",16.397999999999996,10.135500000000002,25.0315,0.231,0.099,0.451,1.7519999999999998,1.2409999999999999,2.4090000000000003,0.8059999999999999,0.4340000000000001,1.3019999999999998,0.429,0.198,0.759,0.297,0.132,0.594,0.8414999999999999,0.4675,1.496,9.407,6.135,13.497,1.55,0.93,2.48,0.5145000000000001,0.29400000000000004,0.9555,0.455,0.182,0.858,0.115,0.023000000000000003,0.23
89,0135 London Business School Estimated Incoming Infection,0.9735,0.628,1.415,0.0,0.0,0.0,0.024,0.017,0.033,0.0,0.0,0.0,0.006500000000000001,0.003,0.011500000000000002,0.009000000000000001,0.004,0.018000000000000002,0.013499999999999998,0.0075,0.024,0.8855,0.5775,1.2705000000000002,0.03,0.018000000000000002,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.01
90,0151 University of London (Institutes and activities) Estimated Incoming Infection,0.28150000000000003,0.17400000000000002,0.4275000000000001,0.0,0.0,0.0,0.024,0.017,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.002,0.009000000000000001,0.018000000000000002,0.01,0.032,0.184,0.12,0.264,0.025,0.015,0.04,0.0035000000000000005,0.002,0.006500000000000001,0.0175,0.007000000000000001,0.033,0.005,0.001,0.01
91,0202 London Metropolitan University Estimated Incoming Infection,16.912999999999997,10.828500000000002,24.822,0.0735,0.0315,0.1435,0.528,0.3740000000000001,0.7260000000000001,0.221,0.119,0.35700000000000004,0.1365,0.063,0.2415,0.099,0.044,0.198,0.5445,0.3025,0.968,14.4555,9.4275,20.7405,0.58,0.348,0.928,0.0875,0.05,0.1625,0.15749999999999995,0.063,0.29700000000000004,0.03,0.006,0.06
92,0076 London South Bank University Estimated Incoming Infection,30.38,19.416000000000004,44.77650000000001,0.084,0.036000000000000004,0.16399999999999998,0.5519999999999999,0.391,0.759,0.23399999999999999,0.126,0.378,0.195,0.09,0.345,0.162,0.07200000000000001,0.324,1.404,0.78,2.496,25.461,16.605,36.53100000000001,1.86,1.116,2.9760000000000004,0.1855,0.106,0.34450000000000003,0.2275,0.091,0.429,0.015,0.003,0.03
93,0137 London School of Economics and Political Science Estimated Incoming Infection,7.2959999999999985,4.5405000000000015,11.054500000000004,0.105,0.045,0.205,0.936,0.6630000000000001,1.287,0.29900000000000004,0.161,0.483,0.14950000000000002,0.06899999999999999,0.2645,0.153,0.068,0.306,0.315,0.175,0.56,4.3355,2.8275,6.2205,0.575,0.345,0.92,0.1505,0.086,0.2795,0.2275,0.091,0.429,0.05,0.01,0.1
94,0138 London School of Hygiene and Tropical Medicine Estimated Incoming Infection,1.0695,0.6739999999999999,1.5955,0.0,0.0,0.0,0.07200000000000001,0.051,0.099,0.026,0.014000000000000002,0.042,0.019500000000000003,0.009000000000000001,0.0345,0.013499999999999998,0.006,0.027,0.045,0.025,0.08,0.782,0.51,1.122,0.07,0.042,0.11200000000000003,0.014000000000000002,0.008,0.026,0.0175,0.007000000000000001,0.033,0.01,0.002,0.02
95,0152 Loughborough University Estimated Incoming Infection,19.7185,11.440499999999998,31.7525,0.3675,0.1575,0.7175,3.72,2.635,5.115,1.625,0.8750000000000001,2.625,2.4505,1.131,4.3355,1.0439999999999998,0.464,2.088,1.629,0.905,2.8960000000000004,4.646,3.03,6.666,2.36,1.416,3.776,0.5565000000000001,0.318,1.0335,1.225,0.4900000000000001,2.31,0.095,0.019000000000000003,0.19
96,0066 The Manchester Metropolitan University Estimated Incoming Infection,103.4375,69.4465,148.87050000000005,1.449,0.621,2.829,84.456,59.823,116.127,7.657,4.123,12.368999999999998,1.9175,0.885,3.3925,1.665,0.74,3.33,0.6345,0.3525,1.128,1.5870000000000002,1.035,2.2769999999999997,0.91,0.546,1.456,0.4690000000000001,0.268,0.8710000000000001,2.5725,1.029,4.851,0.12,0.024,0.24
97,0204 The University of Manchester Estimated Incoming Infection,67.033,43.4665,99.222,1.26,0.54,2.4599999999999995,43.128,30.549,59.301,5.72,3.0800000000000005,9.24,1.5925,0.735,2.8175,1.5119999999999998,0.672,3.024,1.0845,0.6025,1.928,6.4860000000000015,4.23,9.306,2.25,1.35,3.6,0.9275,0.53,1.7225,2.8175,1.1270000000000002,5.3130000000000015,0.255,0.051,0.51
98,0067 Middlesex University Estimated Incoming Infection,29.914500000000004,19.081,44.10849999999999,0.1155,0.0495,0.2255,0.888,0.629,1.2209999999999999,0.46799999999999997,0.252,0.7559999999999999,0.3055,0.141,0.5405000000000001,0.225,0.1,0.45,1.3455,0.7475,2.3920000000000003,24.978,16.29,35.838,1.095,0.657,1.7520000000000002,0.1715,0.098,0.3185,0.2625,0.10500000000000002,0.495,0.06,0.012,0.12
99,0154 Newcastle University Estimated Incoming Infection,42.18449999999999,23.731000000000005,69.33999999999999,10.983,4.707,21.443,12.816,9.078,17.622,8.437000000000001,4.543000000000001,13.628999999999998,1.846,0.852,3.266,0.5489999999999999,0.244,1.098,1.1565,0.6425,2.056,3.1165000000000003,2.0325,4.471500000000002,1.64,0.984,2.624,0.4655,0.266,0.8645,0.735,0.29400000000000004,1.386,0.44,0.08800000000000001,0.88
100,0028 Newman University Estimated Incoming Infection,2.7325000000000004,1.2719999999999998,5.2879999999999985,0.0105,0.0045,0.0205,0.096,0.068,0.132,0.065,0.035,0.105,0.07800000000000001,0.036000000000000004,0.138,2.286,1.016,4.572,0.0225,0.0125,0.04,0.092,0.06,0.132,0.025,0.015,0.04,0.0175,0.01,0.0325,0.035,0.014000000000000002,0.066,0.005,0.001,0.01
101,0027 The University of Northampton Estimated Incoming Infection,14.1195,7.762999999999999,23.28,0.084,0.036000000000000004,0.16399999999999998,0.5519999999999999,0.391,0.759,0.325,0.175,0.525,5.2975,2.445,9.3725,0.72,0.32,1.44,1.0665,0.5925,1.896,4.2895,2.7975,6.1545000000000005,1.385,0.831,2.216,0.10500000000000002,0.06,0.195,0.28,0.11200000000000003,0.528,0.015,0.003,0.03
102,0335 Grŵp NPTC Group Estimated Incoming Infection,0.56,0.22400000000000006,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.22400000000000006,1.056,0.0,0.0,0.0
103,0069 University of Northumbria at Newcastle Estimated Incoming Infection,46.09,22.967,82.31549999999999,28.035,12.015,54.735,7.296,5.168000000000001,10.032,7.566,4.074000000000002,12.222,0.7735000000000001,0.35700000000000004,1.3685,0.1575,0.07,0.315,0.306,0.17,0.544,1.15,0.75,1.65,0.315,0.189,0.504,0.091,0.052000000000000005,0.16899999999999998,0.21,0.084,0.396,0.19,0.038000000000000006,0.38
104,0190 Norwich University of the Arts Estimated Incoming Infection,2.49,1.4240000000000002,4.174,0.0315,0.013499999999999998,0.061499999999999985,0.192,0.136,0.264,0.11699999999999999,0.063,0.189,0.2145,0.099,0.3795,0.0315,0.014000000000000002,0.063,1.2194999999999998,0.6775,2.168,0.391,0.255,0.561,0.225,0.135,0.36,0.028000000000000004,0.016,0.052000000000000005,0.035,0.014000000000000002,0.066,0.005,0.001,0.01
105,0155 University of Nottingham Estimated Incoming Infection,40.281,23.274500000000003,64.748,0.6614999999999999,0.2835,1.2915,7.728,5.474000000000001,10.626,4.017,2.1630000000000003,6.489,7.644,3.528,13.524,2.2635,1.006,4.527,2.8080000000000003,1.56,4.992,9.568,6.24,13.728,3.36,2.016,5.376,0.7385,0.422,1.3715000000000002,1.4175,0.5670000000000001,2.673,0.075,0.015,0.15
106,0071 The Nottingham Trent University Estimated Incoming Infection,39.3545,21.449,65.6025,0.588,0.252,1.148,5.928,4.199000000000002,8.151,4.004,2.156,6.468,13.5395,6.249,23.954500000000003,3.1634999999999995,1.406,6.326999999999999,3.3705000000000003,1.8725,5.992000000000001,5.0945,3.3225,7.309500000000001,2.29,1.374,3.6639999999999997,0.4515000000000001,0.258,0.8385000000000001,0.875,0.35,1.65,0.05,0.01,0.1
107,0001 The Open University Estimated Incoming Infection,0.3865,0.2345,0.6040000000000001,0.0,0.0,0.0,0.024,0.017,0.033,0.013,0.007000000000000001,0.021,0.013,0.006,0.023000000000000003,0.0045,0.002,0.009000000000000001,0.027,0.015,0.048,0.1265,0.0825,0.1815,0.17,0.102,0.272,0.0035000000000000005,0.002,0.006500000000000001,0.0,0.0,0.0,0.005,0.001,0.01
108,0072 Oxford Brookes University Estimated Incoming Infection,15.853000000000002,9.146,26.0985,0.126,0.053999999999999986,0.246,1.104,0.782,1.518,0.481,0.259,0.777,0.715,0.33,1.265,0.9495,0.422,1.899,0.855,0.475,1.52,2.783,1.815,3.993,6.14,3.684,9.824,1.5295,0.8740000000000001,2.8405,1.085,0.4340000000000001,2.0460000000000003,0.085,0.017,0.17
109,0156 The University of Oxford Estimated Incoming Infection,26.028500000000005,15.6365,40.871,0.5775,0.2475,1.1275,4.5360000000000005,3.213,6.237,1.56,0.8400000000000002,2.52,0.7929999999999999,0.366,1.403,0.882,0.392,1.764,1.2555,0.6975,2.2319999999999998,8.9815,5.8575,12.886500000000002,4.72,2.832,7.552,1.043,0.596,1.9370000000000005,1.295,0.518,2.4419999999999997,0.385,0.077,0.77
110,0230 Plymouth College of Art Estimated Incoming Infection,1.3195,0.7355,2.326,0.0105,0.0045,0.0205,0.096,0.068,0.132,0.039000000000000014,0.021,0.063,0.039000000000000014,0.018000000000000002,0.069,0.0405,0.018000000000000002,0.081,0.045,0.025,0.08,0.092,0.06,0.132,0.135,0.081,0.21600000000000005,0.6475,0.37,1.2025,0.175,0.07,0.33,0.0,0.0,0.0
111,0073 University of Plymouth Estimated Incoming Infection,17.5715,9.8935,30.6495,0.1365,0.0585,0.2665,1.392,0.986,1.914,0.46799999999999997,0.252,0.7559999999999999,0.442,0.204,0.782,0.603,0.268,1.206,0.6075,0.3375,1.08,1.8285,1.1925,2.6235000000000004,1.96,1.176,3.136,8.011500000000002,4.578,14.8785,2.0825,0.8330000000000001,3.927000000000001,0.04,0.008,0.08
112,0074 The University of Portsmouth Estimated Incoming Infection,23.430999999999997,14.085999999999999,37.14100000000001,0.1155,0.0495,0.2255,0.72,0.5100000000000001,0.99,0.29900000000000004,0.161,0.483,0.4485,0.207,0.7935000000000001,0.4365,0.19400000000000006,0.873,1.4354999999999998,0.7975,2.552,7.958000000000001,5.19,11.418,9.895,5.9369999999999985,15.832,1.148,0.6559999999999999,2.1319999999999997,0.945,0.3780000000000001,1.7820000000000005,0.03,0.006,0.06
113,"0100 Queen Margaret University, Edinburgh Estimated Incoming Infection",4.652,1.4275000000000002,8.775500000000001,0.1155,0.0495,0.2255,0.504,0.35700000000000004,0.693,0.104,0.056000000000000015,0.168,0.0455,0.021,0.0805,0.027,0.012,0.053999999999999986,0.036000000000000004,0.02,0.064,0.184,0.12,0.264,0.065,0.039,0.104,0.038500000000000006,0.022,0.07150000000000001,0.1225,0.049,0.231,3.41,0.682,6.82
114,0139 Queen Mary University of London Estimated Incoming Infection,25.660999999999998,16.2165,38.24850000000001,0.21,0.09,0.41,1.7279999999999998,1.224,2.3760000000000003,0.585,0.3150000000000001,0.945,0.3575,0.165,0.6325,0.342,0.15200000000000002,0.6839999999999999,1.062,0.59,1.888,19.0555,12.4275,27.3405,1.405,0.843,2.248,0.3185,0.182,0.5915,0.5425,0.21700000000000005,1.023,0.055,0.011,0.11
115,0030 Ravensbourne University London Estimated Incoming Infection,3.9365,2.4904999999999995,5.8820000000000014,0.021,0.009000000000000001,0.041,0.168,0.119,0.231,0.052000000000000005,0.028000000000000004,0.084,0.0585,0.027,0.1035,0.036000000000000004,0.016,0.07200000000000001,0.27,0.15,0.48,2.9095,1.8975,4.1745,0.345,0.207,0.552,0.049,0.028000000000000004,0.091,0.0175,0.007000000000000001,0.033,0.01,0.002,0.02
116,0157 The University of Reading Estimated Incoming Infection,17.073999999999998,9.954,27.629,0.1155,0.0495,0.2255,1.128,0.799,1.551,0.481,0.259,0.777,0.5655,0.26099999999999995,1.0005000000000002,0.5984999999999999,0.266,1.1969999999999998,1.188,0.66,2.112,5.1635,3.3675,7.4085,4.86,2.9159999999999995,7.776,1.1515,0.6579999999999999,2.1385,1.7675,0.7070000000000001,3.333,0.055,0.011,0.11
117,0104 The Robert Gordon University Estimated Incoming Infection,7.431999999999999,1.6015,14.741499999999998,0.021,0.009000000000000001,0.041,0.07200000000000001,0.051,0.099,0.039000000000000014,0.021,0.063,0.013,0.006,0.023000000000000003,0.009000000000000001,0.004,0.018000000000000002,0.018000000000000002,0.01,0.032,0.0805,0.0525,0.1155,0.015,0.009000000000000001,0.024,0.007000000000000001,0.004,0.013,0.0175,0.007000000000000001,0.033,7.14,1.4280000000000002,14.28
118,0031 Roehampton University Estimated Incoming Infection,21.861000000000004,13.8425,32.578500000000005,0.042,0.018000000000000002,0.08199999999999999,1.1520000000000001,0.8160000000000001,1.584,0.208,0.11200000000000003,0.336,0.377,0.174,0.667,0.9540000000000001,0.424,1.9080000000000001,0.6255,0.3475,1.112,16.882,11.01,24.221999999999998,1.35,0.81,2.16,0.1505,0.086,0.2795,0.105,0.042,0.198,0.015,0.003,0.03
119,0032 Rose Bruford College of Theatre and Performance Estimated Incoming Infection,0.97,0.5795000000000001,1.5265,0.021,0.009000000000000001,0.041,0.216,0.153,0.29700000000000004,0.091,0.049,0.147,0.039000000000000014,0.018000000000000002,0.069,0.0315,0.014000000000000002,0.063,0.053999999999999986,0.03,0.096,0.2875,0.1875,0.4125,0.115,0.06899999999999999,0.184,0.035,0.02,0.065,0.07,0.028000000000000004,0.132,0.01,0.002,0.02
120,0033 Royal Academy of Music Estimated Incoming Infection,0.8785000000000001,0.5105,1.3965,0.0105,0.0045,0.0205,0.192,0.136,0.264,0.052000000000000005,0.028000000000000004,0.084,0.0455,0.021,0.0805,0.013499999999999998,0.006,0.027,0.0405,0.0225,0.07200000000000001,0.2645,0.1725,0.3795,0.085,0.051,0.136,0.035,0.02,0.065,0.105,0.042,0.198,0.035,0.007000000000000001,0.07
121,0195 Royal Agricultural University Estimated Incoming Infection,1.2845,0.7155,2.1705,0.0315,0.013499999999999998,0.061499999999999985,0.168,0.119,0.231,0.11699999999999999,0.063,0.189,0.1105,0.051,0.1955,0.081,0.036000000000000004,0.162,0.117,0.065,0.208,0.138,0.09,0.198,0.19,0.114,0.30400000000000005,0.2065,0.118,0.3835,0.105,0.042,0.198,0.02,0.004,0.04
