date,high_concentration_student_mean,high_concentration_student_median,near_2km_high_conc_student_mean,near_2km_high_conc_student_median,lower_concentration_student_mean,lower_concentration_student_median,not_near_high_conc_student_mean,not_near_high_conc_student_median
2020-03-19,0.0,0.0,0.0,0.0,1.3808340237503452e-05,0.0,2.2595465843187467e-05,0.0
2020-03-26,0.0,0.0,6.844048984182073e-05,0.0,9.746101931917226e-05,0.0,0.00012837235441236336,0.0
2020-04-02,0.00010539662507495366,9.31619154089808e-05,0.00011442474705764854,0.0,0.00017683855681710871,0.0,0.000208616401108623,0.0
2020-04-09,0.0002470498640577986,0.0002083692886808702,0.00024237884908416603,0.0,0.0002748779005595565,0.0,0.000284745138664456,0.0
2020-04-16,6.69941673176572e-05,0.0,0.0003873587803989539,0.00039677702985005186,0.00030584960849931584,0.0003112258998055331,0.0003061378680945405,0.0003684069412893213
2020-04-23,0.00016667104767553135,0.0,0.0007769149220143321,0.0004481257833992936,0.0005903418086495582,0.0004873957684521493,0.0005674149820539809,0.0004893265807921314
2020-04-30,0.00010463191624387456,0.0,0.00019551824896458814,0.0,0.0003841832514786223,0.0003598502732842289,0.000523630912579059,0.0003864243453665986
2020-05-07,8.131636395100084e-05,0.0,0.00030453408811966876,0.0,0.00022920061068714678,0.0,0.0002268290877478462,0.0
2020-05-14,5.925574780753733e-05,0.0,0.00012389580538626815,0.0,0.00011925171530148325,0.0,0.00012266223682479504,0.0
2020-05-21,3.10539718029936e-05,0.0,0.00012875790771215554,0.0,7.872493435434598e-05,0.0,6.182703312804267e-05,0.0
2020-05-28,3.10539718029936e-05,0.0,8.160446212092376e-05,0.0,9.999431129599615e-05,0.0,0.00011806485248312097,0.0
2020-06-04,4.14052957373248e-05,0.0,0.00020645628124473558,0.0,0.0001289709798861705,0.0,0.00010590730404685605,0.0
2020-06-11,6.21079436059872e-05,0.0,0.0002194403296401272,0.0,0.00011912037291318022,0.0,7.824011212896786e-05,0.0
2020-06-18,0.0,0.0,0.0,0.0,3.7145198498327724e-05,0.0,6.078305208817264e-05,0.0
2020-06-25,0.0,0.0,7.175660160734788e-05,0.0,4.215767067938393e-05,0.0,3.636864219928829e-05,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,0.0,0.0,4.094584911454602e-05,0.0,2.4032715779746502e-05,0.0,2.0714512587518816e-05,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,0.0,0.0,0.0,0.0,8.570742911995611e-06,0.0,1.4024852037811e-05,0.0
2020-07-30,0.0,0.0,0.00020651054267026617,0.0,5.7364039630629495e-05,0.0,0.0,0.0
2020-08-06,3.59401955146636e-05,0.0,0.0,0.0,3.360671306078417e-05,0.0,4.5190931686374934e-05,0.0
2020-08-13,3.10539718029936e-05,0.0,0.0,0.0,5.1756619671656e-06,0.0,0.0,0.0
2020-08-20,3.59401955146636e-05,0.0,0.00013360680445667384,0.0,5.165793920648868e-05,0.0,1.3998936080857856e-05,0.0
2020-08-27,8.678146417366204e-05,0.0,3.9593506664906955e-05,0.0,4.991166443803056e-05,0.0,5.2384230849821896e-05,0.0
2020-09-03,0.00026866401628847036,0.0001152073732718894,0.0002622472916162899,0.0,0.00013506940528797707,0.0,6.979840660000896e-05,0.0
2020-09-10,0.0003896745068439886,0.0004442586448026414,0.0004138132477150811,0.000517189217132837,0.0002696916283623124,0.00015360983102918587,0.0001925560635689446,0.0
2020-09-17,0.0005707741806710749,0.0005228608351463533,0.00025068599749466955,0.0003557959840434447,0.00020138640241798076,0.0,0.00011367295920287992,0.0
2020-09-24,0.001387435109913999,0.0010761336517876316,0.00019239549460909824,0.0,0.00029464982986735053,0.0001406733564662853,0.0002354966136716087,0.0
2020-10-01,0.011432172752092176,0.008015262179638211,0.0014131375703184438,0.0014469023156403658,0.0015860560481159986,0.0009396519561992243,0.0007406874252050559,0.0007774858042609481
2020-10-08,0.03349720361437894,0.02592201704697846,0.0047155595495749466,0.004048536367602506,0.006325501806455731,0.0030884337078471214,0.0030041259739299244,0.002347377072292979
2020-10-15,0.0151207074535396,0.013546404710437781,0.004950997799907576,0.004722896171973498,0.005976677830575931,0.004187379306660613,0.004979466842470306,0.0039364967850784825
2020-10-22,0.00574932114420372,0.005201523466794571,0.004057581209439287,0.00369487273964061,0.004529768808180377,0.004250414595121884,0.00472078182841739,0.00446214834180471
2020-10-29,0.0033408926993889823,0.0034882338655974057,0.0038675983509466444,0.003347629079637127,0.004124333894952444,0.0038506711276412053,0.004373593217763768,0.004332423618795862
2020-11-05,0.0026335396902591756,0.0026700012110975396,0.0035721930142326775,0.003705837432719464,0.003692770802003602,0.0038180796807727713,0.003994906166061287,0.0039413230249153485
