date,high_concentration_student_mean,high_concentration_student_median,near_2km_high_conc_student_mean,near_2km_high_conc_student_median,lower_concentration_student_mean,lower_concentration_student_median,not_near_high_conc_student_mean,not_near_high_conc_student_median
2020-03-19,0.0,0.0,0.0,0.0,0.00011738276176270602,0.0,0.00012983269523358937,0.0
2020-03-26,0.0,0.0,0.00023927780218799418,0.00023971234518577707,0.00029325684911502594,0.00036709067907200255,0.0002944901658034483,0.0003434852301351042
2020-04-02,0.0005015045135406219,0.0005015045135406219,0.0003848897534829104,0.00036742192284139623,0.000546810204986712,0.0004627106523428081,0.0005414037511533259,0.000527774112679773
2020-04-09,0.0,0.0,0.000462792424991864,0.00046678076863233234,0.0003908486915755175,0.0004355784405383717,0.0004850759435533801,0.0004781094187555495
2020-04-16,0.0,0.0,0.00013082684533222377,0.0,0.000420281305040011,0.0005019544477200513,0.0004673984742893492,0.0005228074761469089
2020-04-23,0.0,0.0,0.0004641928807987882,0.0004144218814753419,0.0004913863133561934,0.000392222940565482,0.0007464741105695632,0.0006390797251957181
2020-04-30,0.0012537612838515546,0.0012537612838515546,0.0006341692592521005,0.00046678076863233234,0.000420398464898603,0.0,0.0005876407078730579,0.00030729046631328263
2020-05-07,0.0005015045135406219,0.0005015045135406219,0.0002158301280069319,0.0,0.0004394836166691108,0.00034084384935156116,0.0003852748529276078,0.0003434852301351042
2020-05-14,0.0,0.0,0.00018608309619560273,0.0,0.00018084231261052686,0.0,0.00015119872910503442,0.0
2020-05-21,0.0,0.0,0.00016576875259013675,0.0,5.4982817869415804e-05,0.0,0.00010554215079698121,0.0
2020-05-28,0.0,0.0,0.0,0.0,0.00020456020261711144,0.0,0.00015820499422035514,0.0
2020-06-04,0.0,0.0,0.00016697145219059147,0.0,0.0,0.0,8.502922549235018e-05,0.0
2020-06-11,0.00037612838515546637,0.00037612838515546637,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,9.335615372646647e-05,0.0,4.6678076863233236e-05,0.0,3.3217331716999223e-05,0.0
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,2.0237435714520612e-05,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1.517807678589046e-05,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,8.535846286480073e-06,0.0
2020-07-16,0.0,0.0,0.0,0.0,5.197505197505198e-05,0.0,2.683905764296448e-05,0.0
2020-07-23,0.0,0.0,0.00017578905313623652,0.0,3.625377643504532e-05,0.0,5.53189345672862e-05,0.0
2020-07-30,0.0,0.0,7.990411506192568e-05,0.0,2.78732695345164e-05,0.0,6.227408724352066e-05,0.0
2020-08-06,0.0,0.0,0.00017326026878839216,0.0,7.455134639774963e-05,0.0,9.966871439213087e-05,0.0
2020-08-13,0.0,0.0,0.0,0.0,6.855889208830385e-05,0.0,0.00011073664699830525,0.0
2020-08-20,0.0,0.0,0.00011186576108669596,0.0,5.484711367064308e-05,0.0,4.9087027804942565e-05,0.0
2020-08-27,0.00037612838515546637,0.00037612838515546637,0.00017146356399265155,0.0,4.1135335252982315e-05,0.0,4.791816737797463e-05,0.0
2020-09-03,0.0005015045135406219,0.0005015045135406219,0.0,0.0,6.117143294081663e-05,0.0,0.0001395721548283287,0.0
2020-09-10,0.0022567703109327986,0.0022567703109327986,0.0010395889930863524,0.0007779679477205539,0.000632347425368882,0.0005009139150262756,0.0004258895083385739,0.0003682789098944267
2020-09-17,0.0,0.0,0.0004795478731253372,0.00036742192284139623,0.0005433853485573564,0.0004613527615542391,0.00045463381240603873,0.0004661280298321939
2020-09-24,0.0005015045135406219,0.0005015045135406219,0.0009307648571744611,0.0006392329204954055,0.000740543574587712,0.0008371031606618088,0.0007493430646999969,0.0006914035492048859
2020-10-01,0.0,0.0,0.0008619751818704418,0.0010906824555936428,0.0009098142703423906,0.0008175937163936029,0.0007465913380117171,0.0007892659826361484
2020-10-08,0.0,0.0,0.0006769462210664349,0.0007990411506192569,0.0011310422690425388,0.0012690850730127682,0.0011674803249336616,0.0011874917535294894
2020-10-15,0.001629889669007021,0.001629889669007021,0.0012674206731305697,0.0012432656444260257,0.0019713549858120737,0.0019910915847847323,0.0017176123957709554,0.001579485273622596
2020-10-22,0.001880641925777332,0.001880641925777332,0.0021073118354679463,0.0020255531318167652,0.002246599476834479,0.002203747082516136,0.002515171918347443,0.00235263364266109
2020-10-29,0.002382146439317954,0.002382146439317954,0.0021349270560286062,0.0019339687802182623,0.003156828522604481,0.003136106077282548,0.0027812528512421108,0.00290564306468879
2020-11-05,0.0038866599799398196,0.0038866599799398196,0.002346661499132505,0.002348390661693604,0.003722702395980282,0.0035666035358488373,0.0035134899747987828,0.003312883435582822
