date,high_concentration_student_mean,high_concentration_student_median,near_2km_high_conc_student_mean,near_2km_high_conc_student_median,lower_concentration_student_mean,lower_concentration_student_median,not_near_high_conc_student_mean,not_near_high_conc_student_median
2020-03-19,0.0,0.0,2.757251571633396e-05,0.0,4.553934705121865e-05,0.0,4.81605493599456e-05,0.0
2020-03-26,0.0,0.0,0.0004620778996458619,0.00037627869330385,0.0002673114738241504,0.0,0.0002519048570531055,0.0
2020-04-02,9.114939385653085e-05,0.0,0.0006219297775848754,0.0006276126943494387,0.0006081854370422899,0.0006076810889645114,0.0006148349294012981,0.0006076810889645114
2020-04-09,0.00022073227933669948,0.0,0.00023494454548095596,0.0,0.00036838362912386906,0.00036460865337870687,0.00038270704300380585,0.00036733194563487204
2020-04-16,0.00022073227933669948,0.0,0.0002709912993541822,0.0,0.00033205954371976095,0.0003198294243070363,0.00033833938288058455,0.00032411408815903196
2020-04-23,0.00011036613966834974,0.0,0.0002344805087880799,0.00013340448239060833,0.0005148337650770691,0.00044116025146134335,0.0005495586213729405,0.00047740292807129216
2020-04-30,0.00022910706844196804,0.00027344818156959256,0.00028415341351258565,0.00015569856757317833,0.0003361041510063913,0.00031354515050167225,0.00034130326166119927,0.0003190403266972945
2020-05-07,0.00033308551791880165,0.00033705971574630637,7.046666785210889e-05,0.0,0.00022091107007001437,0.0,0.0002344577207430468,0.0
2020-05-14,0.0,0.0,0.0002046499336225791,0.0,0.00018220554998549365,0.0,0.0001830181867062284,0.0
2020-05-21,0.0,0.0,3.0506406345332517e-05,0.0,9.201046544631648e-05,0.0,9.989140254122622e-05,0.0
2020-05-28,0.0,0.0,0.00011966482796568172,0.0,8.365750894896037e-05,0.0,8.139449347628741e-05,0.0
2020-06-04,0.0,0.0,3.459968168292852e-05,0.0,3.4055317182577016e-05,0.0,3.458162710019185e-05,0.0
2020-06-11,0.0,0.0,0.0,0.0,1.9879950882815447e-05,0.0,2.225874842434892e-05,0.0
2020-06-18,0.0,0.0,2.594976126219639e-05,0.0,5.1912297567618224e-05,0.0,5.5462511506082314e-05,0.0
2020-06-25,0.0,0.0,0.0,0.0,2.4349960867322794e-05,0.0,2.7263631398455438e-05,0.0
2020-07-02,0.0,0.0,0.00010138414842964958,0.0,2.4018031983867414e-05,0.0,1.6493610331032786e-05,0.0
2020-07-09,0.0,0.0,0.0,0.0,1.0456722010524028e-05,0.0,1.1707953704091006e-05,0.0
2020-07-16,0.00011036613966834974,0.0,4.4468160796869447e-05,0.0,5.624164973494248e-05,0.0,5.5580681766751994e-05,0.0
2020-07-23,8.277460475126232e-05,0.0,9.280536110622751e-05,0.0,7.527978110829554e-05,0.0,7.264669382613845e-05,0.0
2020-07-30,0.0,0.0,3.421376762009032e-05,0.0,6.851636840550979e-05,0.0,7.320580384342475e-05,0.0
2020-08-06,0.00011393674232066357,0.0,0.00014825062641442215,0.0,9.87957667943845e-05,0.0,9.249083509512233e-05,0.0
2020-08-13,6.836204539239814e-05,0.0,0.00019159617512040094,0.0,0.00022062016156179737,0.0,0.0002256153925382346,0.0
2020-08-20,0.00011393674232066357,0.0,0.00018058656813222222,0.0,0.00017571525532370126,0.0,0.0001752978581440701,0.0
2020-08-27,0.00013672409078479628,0.0,0.00017572195702154932,0.0,0.00018792160594591773,0.0,0.00018887944121625847,0.0
2020-09-03,0.00025363034411548266,0.00022470647716420425,0.0005245177794250352,0.0003848140635764342,0.0004445713784544425,0.0003275109170305677,0.00043938848435255814,0.0003198294243070363
2020-09-10,0.00045688180484974514,0.0004494129543284085,0.0011316538909250191,0.0009570747069367905,0.0009456687262031251,0.0007297139521307647,0.000934884820352892,0.0007276696379843551
2020-09-17,0.0004331009069287362,0.0002808830964552553,0.0008522703428506722,0.0005536749506706879,0.000830723431618318,0.0007172131147540983,0.0008340094513116295,0.000724812756704518
2020-09-24,0.0014896375150272242,0.0014605921015673276,0.0013205434571703612,0.0012828702291146675,0.0015550337893158156,0.0012316956343232516,0.0015799537134257532,0.001198377581120944
2020-10-01,0.003350356508786023,0.004221504842314378,0.0011606690018824807,0.0011406547057016543,0.001344237072320389,0.0011743981209630064,0.0013371073385507178,0.0011666909727285986
2020-10-08,0.006868926891142952,0.007752373462165047,0.0016758624589668146,0.0016888506664970012,0.0016756276779802085,0.001534134492457172,0.0015943800777482207,0.0015304921120791147
2020-10-15,0.006135550920201255,0.007035841403857297,0.0019043960070991494,0.0018273591782471698,0.001986392820407816,0.0018832391713747645,0.0019405768188507841,0.0018612731108077925
2020-10-22,0.004316082505605295,0.004887365878321443,0.0021483853660094784,0.0024223314151444407,0.0025962786624321335,0.002547554347826087,0.002617700844000011,0.002547554347826087
2020-10-29,0.002190290119382172,0.0020223582944778385,0.002447818809233514,0.0021176082621708874,0.002709807972344982,0.0026586102719033233,0.002744123988057452,0.002698062300711307
2020-11-05,0.0022672669882236036,0.002050861361771944,0.0027860032608545415,0.002351707070981925,0.0032434444475888304,0.003099510603588907,0.0033035146237249246,0.0032157676348547716
