date,high_concentration_student_mean,high_concentration_student_median,near_2km_high_conc_student_mean,near_2km_high_conc_student_median,lower_concentration_student_mean,lower_concentration_student_median,not_near_high_conc_student_mean,not_near_high_conc_student_median
2020-03-19,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-03-26,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-04-02,5.922767116796967e-05,0.0,8.781173164734808e-05,0.0,,,0.0001210507202517855,0.0
2020-04-09,0.0001790262403245257,0.00013210912213488342,0.00021420202487282839,0.00017562346329469617,,,0.0006059180467807807,0.0006300315015750788
2020-04-16,0.00010893246187363834,0.0,0.00018109531373690032,0.00017562346329469617,,,0.0005037296683201816,0.0004538234626730202
2020-04-23,0.00024232217649302725,0.0,0.0003069825610191946,0.0003652089031329166,,,0.00043372616814517286,0.0004538234626730202
2020-04-30,0.0003062411710800627,0.0,0.0002718283958110075,0.0003540713517837946,,,0.00019105422042679427,0.00021001050052502624
2020-05-07,0.0,0.0,0.0004801791411022171,0.00045479710930251306,,,0.0003814028535176097,0.00035001750087504374
2020-05-14,0.0,0.0,0.0002081302032550814,0.00016750418760469013,,,0.00041600484078360185,0.0
2020-05-21,0.0,0.0,9.479271991911022e-05,0.0,,,0.0001512744875576734,0.0
2020-05-28,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-06-04,0.0,0.0,9.328358208955224e-05,0.0,,,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-06-25,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-07-02,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-07-09,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-07-16,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-07-23,3.3027280533720854e-05,0.0,0.0,0.0,,,7.000350017500875e-05,0.0
2020-07-30,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-08-06,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-08-13,9.865435460321219e-05,0.0,0.00018656716417910448,0.0,,,7.000350017500875e-05,0.0
2020-08-20,3.3027280533720854e-05,0.0,0.0,0.0,,,0.0,0.0
2020-08-27,0.0001142731387241711,0.0,0.0,0.0,,,0.0,0.0
2020-09-03,5.922767116796967e-05,0.0,8.375209380234506e-05,0.0,,,7.000350017500875e-05,0.0
2020-09-10,4.403637404496114e-05,0.0,9.479271991911022e-05,0.0,,,0.0,0.0
2020-09-17,3.3027280533720854e-05,0.0,0.0,0.0,,,0.0,0.0
2020-09-24,0.0,0.0,0.000211875028782241,0.00018958543983822043,,,0.0,0.0
2020-10-01,0.00023495625079590748,0.0003154668193311388,0.00039712128875713014,0.0005015368053564331,,,0.0003884272008863325,0.00056002800140007
2020-10-08,0.0008514233115443519,0.000890454113416612,0.0009401837260429735,0.0010909727172175752,,,0.0006979799524633393,0.0006807351940095302
2020-10-15,0.0015781227646945208,0.0013664562284010063,0.0007472299279282785,0.0007773744014985612,,,0.00041680436642662624,0.0003403675970047651
2020-10-22,0.002474585439522685,0.0017006470913406822,0.0009244891077450335,0.0009568989224730618,,,0.0009160618764796581,0.0009076469253460404
2020-10-29,0.0018597868687027508,0.0014353238242794065,0.0011402002704474197,0.0010672748492119785,,,0.0006696027869230455,0.0007000350017500875
2020-11-05,0.0017211577909524,0.0015474565894733963,0.0008594024322745912,0.0009738904083544443,,,0.0005901578303989123,0.0005672793283412752
