,MSOA Code,All Ages,geography code,num_students,student_prop
861,E02003377,10336,E02003377,627,0.06066176470588235
862,E02003378,7827,E02003378,237,0.03027980068991951
863,E02003379,6912,E02003379,225,0.032552083333333336
864,E02003380,7816,E02003380,321,0.041069600818833166
865,E02003381,5929,E02003381,249,0.04199696407488615
866,E02003382,7972,E02003382,309,0.0387606623181134
867,E02003383,6789,E02003383,285,0.04197967300044189
868,E02003384,6512,E02003384,199,0.03055896805896806
869,E02003385,10263,E02003385,275,0.02679528403001072
870,E02003386,8238,E02003386,280,0.033988832240835154
871,E02003387,9452,E02003387,374,0.039568345323741004
872,E02003388,5816,E02003388,259,0.04453232462173315
873,E02003389,7404,E02003389,292,0.03943814154511075
874,E02003390,7147,E02003390,347,0.04855183993283895
875,E02003391,8001,E02003391,386,0.048243969503812024
876,E02003392,7839,E02003392,324,0.04133180252583238
877,E02003393,7480,E02003393,332,0.04438502673796792
878,E02003394,7973,E02003394,320,0.040135457167941806
879,E02003395,10186,E02003395,499,0.04898880816807383
880,E02003396,9124,E02003396,406,0.04449802718106094
881,E02003397,7387,E02003397,295,0.039935020982807636
882,E02003398,10571,E02003398,2069,0.19572415097909374
883,E02003399,14683,E02003399,804,0.05475720220663352
884,E02003400,8163,E02003400,2567,0.3144677202009065
885,E02003401,8697,E02003401,348,0.040013797861331496
886,E02003402,10450,E02003402,1847,0.1767464114832536
887,E02003403,8641,E02003403,387,0.04478648304594376
888,E02003404,9550,E02003404,2599,0.27214659685863873
889,E02003405,11362,E02003405,645,0.05676817461714487
890,E02003406,7122,E02003406,385,0.05405784891884302
891,E02003407,10070,E02003407,518,0.05143992055610725
892,E02003408,10982,E02003408,737,0.06710981606264797
893,E02003409,9957,E02003409,537,0.05393190720096415
894,E02003410,11545,E02003410,962,0.08332611520138589
895,E02003411,11329,E02003411,902,0.07961867772972019
896,E02003412,9820,E02003412,520,0.05295315682281059
897,E02003413,13401,E02003413,1079,0.08051637937467353
898,E02003414,13196,E02003414,676,0.05122764474083055
899,E02003415,12962,E02003415,994,0.07668569665175128
900,E02003416,9270,E02003416,499,0.05382955771305286
901,E02003417,11500,E02003417,625,0.05434782608695652
902,E02003418,10116,E02003418,662,0.06544088572558324
903,E02003419,8843,E02003419,480,0.05428022164423838
904,E02003420,6548,E02003420,343,0.05238240684178375
905,E02003421,5606,E02003421,264,0.047092400998929716
906,E02003422,11452,E02003422,408,0.03562696472231924
907,E02003423,6470,E02003423,287,0.04435857805255023
908,E02003424,8960,E02003424,387,0.043191964285714285
909,E02003425,13103,E02003425,422,0.032206364954590554
910,E02003426,9786,E02003426,437,0.044655630492540364
911,E02003427,8220,E02003427,327,0.03978102189781022
912,E02003428,9128,E02003428,413,0.04524539877300614
913,E02003429,7672,E02003429,306,0.03988529718456726
914,E02003430,7065,E02003430,679,0.09610757254069356
915,E02003431,6767,E02003431,290,0.0428550317718339
916,E02003432,7229,E02003432,219,0.03029464656245677
917,E02003433,6624,E02003433,269,0.04060990338164251
918,E02003434,9113,E02003434,373,0.040930538790738505
919,E02003435,7212,E02003435,291,0.040349417637271213
920,E02003436,8551,E02003436,368,0.04303590223365688
921,E02003437,7554,E02003437,473,0.06261583267143235
922,E02003438,10910,E02003438,610,0.05591200733272227
923,E02003439,5599,E02003439,224,0.040007144132880874
924,E02003440,9268,E02003440,293,0.03161415623651273
925,E02003441,7681,E02003441,351,0.045697174847025124
926,E02003442,7851,E02003442,354,0.04508979747802828
927,E02003443,7243,E02003443,238,0.032859312439596854
928,E02003444,9814,E02003444,599,0.06103525575708172
929,E02003445,8722,E02003445,720,0.08254987388213712
930,E02003446,10145,E02003446,868,0.08555938886150813
931,E02003447,10337,E02003447,434,0.04198510206055916
932,E02003448,7465,E02003448,297,0.03978566644340255
933,E02003449,7809,E02003449,317,0.04059418619541555
934,E02003450,12338,E02003450,499,0.04044415626519695
935,E02003451,9086,E02003451,278,0.03059652212194585
936,E02003452,8573,E02003452,238,0.027761577044208563
937,E02003453,6715,E02003453,319,0.047505584512285925
938,E02003454,8801,E02003454,312,0.03545051698670606
939,E02003455,8619,E02003455,222,0.02575704838148277
940,E02003456,6984,E02003456,252,0.03608247422680412
941,E02003457,10005,E02003457,456,0.04557721139430285
942,E02003458,8064,E02003458,335,0.04154265873015873
943,E02003459,8372,E02003459,355,0.042403248924988056
944,E02003460,10764,E02003460,314,0.029171311780007432
945,E02003461,7219,E02003461,328,0.045435655908020504
946,E02003462,7536,E02003462,336,0.044585987261146494
947,E02003463,6566,E02003463,341,0.05193420651842827
948,E02003464,6695,E02003464,379,0.05660941000746826
949,E02003465,6080,E02003465,302,0.04967105263157895
950,E02003466,7717,E02003466,348,0.04509524426590644
951,E02003467,6442,E02003467,356,0.055262340887923006
952,E02003468,8310,E02003468,244,0.029362214199759325
953,E02003469,5552,E02003469,292,0.05259365994236311
954,E02003470,5965,E02003470,304,0.0509639564124057
955,E02003471,6566,E02003471,372,0.05665549802010356
956,E02003472,9827,E02003472,585,0.05952986669380279
957,E02003473,5448,E02003473,333,0.06112334801762115
958,E02003474,8882,E02003474,508,0.05719432560234181
959,E02003475,22727,E02003475,766,0.033704404452853436
960,E02003476,9086,E02003476,550,0.06053268765133172
961,E02003477,15398,E02003477,593,0.03851149499935057
962,E02003478,6772,E02003478,354,0.0522740696987596
963,E02003479,7439,E02003479,453,0.06089528162387418
964,E02003480,8077,E02003480,421,0.0521233131113037
965,E02003481,8014,E02003481,354,0.044172697778886945
966,E02003482,6724,E02003482,331,0.049226650803093394
967,E02003483,11046,E02003483,570,0.051602390005431834
968,E02003484,7061,E02003484,353,0.049992918850021245
969,E02003485,8040,E02003485,363,0.045149253731343285
970,E02003486,9401,E02003486,419,0.044569726624827145
971,E02003487,7258,E02003487,311,0.042849269771286856
972,E02003488,7874,E02003488,289,0.03670307340614681
973,E02003489,7329,E02003489,274,0.037385727930140535
974,E02003490,9270,E02003490,334,0.036030204962243795
975,E02003491,7854,E02003491,460,0.05856888209829386
976,E02003492,11708,E02003492,4537,0.38751281175264773
977,E02003493,8223,E02003493,362,0.04402286270217682
978,E02003494,6548,E02003494,451,0.06887599266951741
979,E02003495,7083,E02003495,349,0.049272906960327545
980,E02003496,7517,E02003496,389,0.05174936809897566
981,E02003497,7646,E02003497,436,0.05702328014648182
982,E02003498,9078,E02003498,1598,0.1760299625468165
983,E02003499,8044,E02003499,1578,0.19617105917454003
984,E02003500,8227,E02003500,1116,0.13565090555488027
985,E02003501,8797,E02003501,465,0.05285892918040241
986,E02003502,7685,E02003502,375,0.048796356538711776
987,E02003503,8950,E02003503,494,0.055195530726256985
988,E02003504,8769,E02003504,806,0.09191469950963622
989,E02003505,10365,E02003505,2588,0.24968644476603954
990,E02003506,7212,E02003506,358,0.04963948973932335
991,E02003507,9851,E02003507,463,0.04700030453761039
992,E02003508,9837,E02003508,2261,0.22984649791603132
993,E02003509,9354,E02003509,483,0.05163566388710712
994,E02003510,8948,E02003510,530,0.05923111309789897
995,E02003511,8498,E02003511,380,0.044716403859731704
996,E02003512,9928,E02003512,2289,0.23056003223207092
997,E02003513,6595,E02003513,347,0.05261561789234268
998,E02003514,9560,E02003514,823,0.08608786610878662
999,E02003515,9170,E02003515,680,0.07415485278080698
1000,E02003516,9096,E02003516,609,0.06695250659630607
1001,E02003517,12672,E02003517,2491,0.19657512626262627
1002,E02003518,8114,E02003518,345,0.04251910278530934
1003,E02003519,9882,E02003519,993,0.10048573163327262
1004,E02003520,9421,E02003520,1233,0.1308778261331069
1005,E02003521,8402,E02003521,808,0.09616757914782195
1006,E02003522,7717,E02003522,707,0.09161591291952831
1007,E02003523,10134,E02003523,490,0.04835208209986185
1008,E02003524,7965,E02003524,426,0.053483992467043315
1009,E02003525,6449,E02003525,352,0.054582105752829894
1010,E02003526,6717,E02003526,313,0.046598183712967096
1011,E02003527,6328,E02003527,248,0.039190897597977246
1012,E02003529,8304,E02003529,458,0.05515414258188825
1013,E02003530,7750,E02003530,398,0.05135483870967742
1014,E02003531,7712,E02003531,409,0.05303423236514523
1015,E02003532,7617,E02003532,429,0.056321386372587635
1016,E02003533,5732,E02003533,263,0.045882763433356594
1017,E02003534,8999,E02003534,480,0.05333925991776864
1018,E02003535,9864,E02003535,533,0.05403487429034874
1019,E02003536,8211,E02003536,510,0.062111801242236024
1020,E02003537,10335,E02003537,577,0.05582970488630866
1021,E02003538,10562,E02003538,1297,0.12279871236508237
1022,E02003539,16422,E02003539,2902,0.17671416392644015
1023,E02003540,9693,E02003540,1062,0.1095636025998143
1024,E02003541,12688,E02003541,3381,0.26647225725094575
1025,E02003542,9402,E02003542,2632,0.2799404382046373
1026,E02003543,8854,E02003543,3338,0.3770047436187034
1027,E02003544,6365,E02003544,563,0.08845247446975649
1028,E02003545,7463,E02003545,1299,0.17405868953503953
1029,E02003546,8597,E02003546,548,0.0637431662207747
1030,E02003547,9527,E02003547,1578,0.16563451243833316
1031,E02003548,6774,E02003548,1141,0.16843814585178624
1032,E02006821,6575,E02006821,320,0.048669201520912544
1033,E02003549,8999,E02003549,2930,0.32559173241471273
1034,E02003550,7737,E02003550,336,0.04342768514928267
1035,E02003551,6964,E02003551,2116,0.3038483630097645
1036,E02003552,5985,E02003552,256,0.04277360066833751
1037,E02003553,7912,E02003553,2257,0.285262891809909
1038,E02003554,6236,E02003554,460,0.07376523412443874
1039,E02003555,8175,E02003555,314,0.038409785932721714
1040,E02003556,5834,E02003556,287,0.049194377785395954
1041,E02003557,7125,E02003557,2267,0.3181754385964912
1042,E02003558,7052,E02003558,312,0.04424276800907544
1043,E02003559,7834,E02003559,462,0.05897370436558591
1044,E02003560,7436,E02003560,291,0.03913394298009683
1045,E02003561,8583,E02003561,2499,0.2911569381335197
1046,E02003562,8491,E02003562,415,0.04887527970792604
1047,E02003563,7820,E02003563,363,0.046419437340153455
1048,E02003564,7670,E02003564,332,0.043285528031290744
1049,E02003565,7518,E02003565,2835,0.3770949720670391
1050,E02003566,6089,E02003566,271,0.04450648710789949
1051,E02003567,7675,E02003567,353,0.045993485342019545
1052,E02003568,8997,E02003568,1314,0.1460486828942981
1053,E02003569,8011,E02003569,480,0.059917613281737614
1054,E02003570,12217,E02003570,1825,0.14938200867643447
1055,E02003571,11109,E02003571,3330,0.299756953821226
1056,E02003572,6100,E02003572,292,0.04786885245901639
1057,E02003573,7536,E02003573,293,0.03888004246284501
1058,E02003574,7337,E02003574,287,0.03911680523374676
1059,E02003575,6585,E02003575,215,0.032649962034927864
1060,E02003576,8131,E02003576,427,0.052515065797564875
1061,E02003577,14201,E02003577,3483,0.24526441799873247
1062,E02003578,6066,E02003578,250,0.041213320145070884
1063,E02003579,9092,E02003579,362,0.0398152221733392
1064,E02003580,6003,E02003580,235,0.03914709312010661
1065,E02003581,7885,E02003581,339,0.04299302473050095
1066,E02003582,8608,E02003582,360,0.041821561338289966
1067,E02003583,7434,E02003583,249,0.03349475383373689
1068,E02003584,6468,E02003584,301,0.046536796536796536
1069,E02003585,6782,E02003585,244,0.03597758773223238
1070,E02003586,7868,E02003586,326,0.04143365531265887
1071,E02003587,8769,E02003587,421,0.048010035351807506
1072,E02003588,8437,E02003588,281,0.03330567737347399
1073,E02003589,8133,E02003589,384,0.047215049797122835
1074,E02003590,7460,E02003590,241,0.032305630026809654
1075,E02003591,9618,E02003591,442,0.045955500103971716
1076,E02003592,9487,E02003592,309,0.03257088647623063
1077,E02003593,5269,E02003593,186,0.03530081609413551
1078,E02003594,9430,E02003594,404,0.04284199363732768
1079,E02003595,7906,E02003595,334,0.04224639514292942
1080,E02003596,8949,E02003596,374,0.04179237903676388
1081,E02003597,5739,E02003597,231,0.040250914793518035
1082,E02003598,7529,E02003598,272,0.036126975693983265
1083,E02004290,5776,E02004290,288,0.04986149584487535
1084,E02004291,7248,E02004291,298,0.04111479028697572
1085,E02004292,7883,E02004292,322,0.040847393124445006
1086,E02004293,9758,E02004293,500,0.05124000819840131
1087,E02004294,8317,E02004294,427,0.0513406276301551
1088,E02004295,7276,E02004295,379,0.052089059923034635
1089,E02004296,8364,E02004296,345,0.04124820659971305
1090,E02004297,8125,E02004297,336,0.04135384615384615
1091,E02004298,10060,E02004298,434,0.04314115308151093
1092,E02004299,8538,E02004299,387,0.045326774420238934
1093,E02004300,7867,E02004300,329,0.0418202618533113
1094,E02004301,9555,E02004301,360,0.03767660910518053
1095,E02004302,7840,E02004302,347,0.044260204081632656
1096,E02004303,11174,E02004303,517,0.046268122427062824
1097,E02004304,9245,E02004304,379,0.040995132504056245
1098,E02004305,9993,E02004305,404,0.040428299809866904
1099,E02004306,5936,E02004306,207,0.03487196765498652
1100,E02004307,6672,E02004307,301,0.045113908872901676
1101,E02004308,8210,E02004308,364,0.044336175395858705
1102,E02004309,6342,E02004309,333,0.05250709555345317
1103,E02004310,7926,E02004310,364,0.04592480444107999
1104,E02004311,9182,E02004311,333,0.036266608582008274
1105,E02004312,7429,E02004312,331,0.04455512181989501
1106,E02004313,7876,E02004313,1160,0.14728288471305231
1107,E02004314,14473,E02004314,8968,0.6196365646376011
1108,E02004315,14775,E02004315,2138,0.14470389170896786
1109,E02004316,6320,E02004316,203,0.03212025316455696
1110,E02004317,7575,E02004317,307,0.040528052805280525
1111,E02004318,6661,E02004318,322,0.04834108992643747
1112,E02004319,7837,E02004319,350,0.04465994640806431
1113,E02004320,8958,E02004320,416,0.04643893726278187
1114,E02004321,8559,E02004321,405,0.0473186119873817
1115,E02004322,8517,E02004322,400,0.04696489374192791
1116,E02004323,8066,E02004323,553,0.06855938507314654
1117,E02004324,5735,E02004324,227,0.03958151700087184
1118,E02004325,8526,E02004325,446,0.05231057940417546
1119,E02004326,6856,E02004326,266,0.03879813302217036
1120,E02004327,5785,E02004327,240,0.04148660328435609
1121,E02004328,7274,E02004328,368,0.050591146549353865
1122,E02004329,6393,E02004329,367,0.05740653840137651
1123,E02004330,5715,E02004330,225,0.03937007874015748
1124,E02004331,7287,E02004331,288,0.03952243721696171
1125,E02004332,7353,E02004332,298,0.04052767577859377
1126,E02004333,6910,E02004333,270,0.03907380607814761
1127,E02004334,7240,E02004334,353,0.04875690607734807
1128,E02004335,7369,E02004335,263,0.03569005292441308
1129,E02004336,6703,E02004336,263,0.0392361629121289
1130,E02004337,10003,E02004337,381,0.03808857342797161
1131,E02004338,7106,E02004338,265,0.037292428933295804
1132,E02004339,6847,E02004339,288,0.04206221702935592
1133,E02004340,10335,E02004340,392,0.03792936623125302
1134,E02004341,8671,E02004341,380,0.0438242417252912
1135,E02004342,5766,E02004342,304,0.05272285813388831
1136,E02004343,5504,E02004343,228,0.04142441860465116
1137,E02004344,7130,E02004344,290,0.04067321178120617
1138,E02004345,12728,E02004345,471,0.03700502828409805
1139,E02004346,5142,E02004346,186,0.03617269544924154
1140,E02004347,7256,E02004347,354,0.048787210584343994
1141,E02004348,7983,E02004348,287,0.0359513967180258
1142,E02004349,9442,E02004349,358,0.03791569582715527
1143,E02004350,9692,E02004350,356,0.03673132480396203
1144,E02004351,7361,E02004351,330,0.04483086537155278
1145,E02004352,7938,E02004352,444,0.055933484504913075
1146,E02004353,7340,E02004353,296,0.040326975476839236
1147,E02004354,9106,E02004354,299,0.032835493081484736
1148,E02004355,7265,E02004355,318,0.04377150722642808
1149,E02003811,6765,E02003811,245,0.03621581670362158
1150,E02003812,6203,E02003812,248,0.03998065452200548
1151,E02003813,6113,E02003813,259,0.04236872239489612
1152,E02003814,8017,E02003814,355,0.04428090308095298
1153,E02003815,7208,E02003815,286,0.03967813540510544
1154,E02003816,7163,E02003816,281,0.03922937316766718
1155,E02003817,6885,E02003817,291,0.04226579520697168
1156,E02003818,5380,E02003818,223,0.04144981412639405
1157,E02003819,6188,E02003819,264,0.04266321913380737
1158,E02003820,9151,E02003820,375,0.040979127964156925
1159,E02003821,5416,E02003821,238,0.04394387001477105
1160,E02003822,10886,E02003822,484,0.04446077530773471
1161,E02003823,6535,E02003823,348,0.053251721499617446
1162,E02003824,5680,E02003824,307,0.054049295774647885
1163,E02003825,6347,E02003825,375,0.05908303135339531
1164,E02003826,8120,E02003826,362,0.04458128078817734
1165,E02003827,9708,E02003827,397,0.04089410795220437
1166,E02003828,6880,E02003828,291,0.04229651162790698
1167,E02003829,5687,E02003829,1244,0.21874450501142959
1168,E02003830,8186,E02003830,456,0.05570486195944295
1169,E02003831,9707,E02003831,467,0.04810961162048007
1170,E02003832,6554,E02003832,598,0.0912419896246567
1171,E02003833,6094,E02003833,327,0.05365933705283886
1172,E02003834,7123,E02003834,459,0.06443914081145585
1173,E02003835,7798,E02003835,392,0.05026929982046679
1174,E02003836,7008,E02003836,306,0.04366438356164384
1175,E02003837,14244,E02003837,792,0.05560235888795282
1176,E02003838,6994,E02003838,263,0.0376036602802402
1177,E02003839,6998,E02003839,292,0.041726207487853675
1178,E02003840,10552,E02003840,462,0.04378316906747536
1179,E02003853,6102,E02003853,283,0.04637823664372337
1180,E02003854,6295,E02003854,312,0.04956314535345512
1181,E02003855,6443,E02003855,281,0.043613223653577525
1182,E02003856,10869,E02003856,460,0.04232220075443923
1183,E02003857,6603,E02003857,301,0.04558533999697107
1184,E02003858,7010,E02003858,313,0.04465049928673324
1185,E02003859,11967,E02003859,489,0.040862371521684634
1186,E02003860,7230,E02003860,320,0.04426002766251729
1187,E02003861,6380,E02003861,254,0.03981191222570533
1188,E02003862,5115,E02003862,240,0.0469208211143695
1189,E02003863,6715,E02003863,278,0.041399851079672374
1190,E02003864,8278,E02003864,329,0.03974389949263107
1191,E02003865,7915,E02003865,289,0.03651295009475679
1192,E02003866,5970,E02003866,297,0.04974874371859297
1193,E02003867,7529,E02003867,398,0.05286226590516669
1194,E02003868,8289,E02003868,329,0.039691156955000605
1195,E02003869,7137,E02003869,290,0.040633319321843914
1196,E02003870,10318,E02003870,416,0.04031789106415972
1197,E02003871,6761,E02003871,337,0.04984469752995119
1198,E02003872,9595,E02003872,390,0.04064616988014591
1199,E02003873,6041,E02003873,289,0.047839761628869396
1200,E02003794,8606,E02003794,384,0.04462003253544039
1201,E02003795,5777,E02003795,257,0.04448675783278518
1202,E02003796,7265,E02003796,351,0.048313833448038544
1203,E02003797,10259,E02003797,723,0.07047470513695292
1204,E02003798,6073,E02003798,338,0.05565618310554915
1205,E02003799,7113,E02003799,328,0.04611275130043582
1206,E02003800,6844,E02003800,269,0.03930450029222677
1207,E02003801,6839,E02003801,307,0.04488960374323731
1208,E02003802,8834,E02003802,654,0.07403214851709305
1209,E02003803,9932,E02003803,3175,0.3196737817156665
1210,E02003804,6557,E02003804,379,0.057800823547353976
1211,E02003805,6296,E02003805,366,0.058132147395171536
1212,E02003806,7764,E02003806,299,0.038511076764554356
1213,E02003807,8007,E02003807,321,0.04008992131884601
1214,E02003808,6452,E02003808,322,0.04990700557966522
1215,E02003809,8011,E02003809,317,0.03957059043814755
1216,E02003810,9094,E02003810,327,0.035957774356718715
1217,E02003841,7951,E02003841,410,0.05156584077474532
1218,E02003842,5357,E02003842,251,0.04685458278887437
1219,E02003843,6025,E02003843,262,0.043485477178423236
1220,E02003844,6476,E02003844,416,0.06423718344657196
1221,E02003845,9672,E02003845,343,0.03546319272125724
1222,E02003846,6800,E02003846,348,0.051176470588235295
1223,E02003847,9466,E02003847,490,0.051764208747094864
1224,E02003848,5005,E02003848,262,0.052347652347652346
1225,E02003849,7689,E02003849,319,0.04148783977110158
1226,E02003850,5050,E02003850,249,0.04930693069306931
1227,E02003851,5551,E02003851,249,0.044856782561700594
1228,E02003852,6399,E02003852,328,0.051258009063916234
1229,E02003874,9171,E02003874,333,0.03631010794896958
1230,E02003875,6256,E02003875,274,0.04379795396419437
1231,E02003876,5495,E02003876,247,0.044949954504094634
1232,E02003877,9291,E02003877,439,0.0472500269077602
1233,E02003878,8751,E02003878,335,0.03828133927551137
1234,E02003879,8670,E02003879,240,0.02768166089965398
1235,E02003880,6227,E02003880,259,0.04159306246988919
1236,E02003881,5873,E02003881,259,0.04410011918951132
1237,E02003882,9292,E02003882,422,0.045415411106328026
1238,E02003883,10700,E02003883,490,0.04579439252336449
1239,E02003884,8487,E02003884,352,0.04147519736066926
1240,E02003885,5988,E02003885,213,0.03557114228456914
1241,E02003886,6514,E02003886,298,0.045747620509671474
1242,E02003887,6492,E02003887,327,0.050369685767097966
1243,E02003888,6269,E02003888,282,0.04498325091721168
1244,E02003889,5900,E02003889,258,0.04372881355932203
1245,E02003890,6488,E02003890,272,0.04192355117139334
1246,E02003891,6043,E02003891,236,0.03905345027304319
1247,E02006008,9395,E02006008,316,0.033634912187333686
1248,E02006009,6970,E02006009,261,0.03744619799139168
1249,E02006010,11796,E02006010,434,0.036792132926415734
1250,E02006011,5963,E02006011,237,0.03974509475096428
1251,E02006012,6358,E02006012,234,0.03680402642340359
1252,E02006013,7752,E02006013,334,0.043085655314757484
1253,E02006014,9684,E02006014,333,0.03438661710037175
1254,E02006015,10499,E02006015,426,0.04057529288503667
1255,E02006016,8236,E02006016,302,0.0366682855755221
1256,E02006017,8147,E02006017,433,0.05314839818338039
1257,E02006018,12327,E02006018,433,0.03512614585868419
1258,E02006019,6343,E02006019,287,0.04524672867728204
1259,E02006020,7769,E02006020,310,0.03990217531213799
1260,E02006021,8578,E02006021,410,0.04779668920494288
1261,E02006022,6338,E02006022,204,0.03218680971915431
1262,E02006023,10033,E02006023,736,0.07335791886773647
1263,E02006024,10164,E02006024,426,0.04191263282172373
1264,E02006025,9955,E02006025,430,0.043194374686087396
1265,E02006026,7149,E02006026,283,0.03958595607777311
1266,E02006027,5491,E02006027,230,0.041886723729739575
1267,E02006028,9432,E02006028,414,0.04389312977099236
1268,E02006029,8121,E02006029,359,0.04420637852481221
1269,E02006030,8249,E02006030,328,0.03976239544187174
1270,E02006031,8361,E02006031,281,0.03360842004544911
1271,E02006032,9010,E02006032,448,0.04972253052164262
1272,E02006033,8782,E02006033,331,0.0376907310407652
1273,E02006034,10302,E02006034,478,0.046398757522811106
1274,E02006035,5602,E02006035,246,0.04391288825419493
1275,E02006036,6427,E02006036,230,0.03578652559514548
1276,E02006037,10334,E02006037,742,0.07180181923746855
1277,E02006038,8213,E02006038,294,0.03579690734201875
1278,E02006039,8189,E02006039,338,0.04127488093784345
1279,E02006040,7956,E02006040,580,0.07290095525389644
1280,E02006041,5945,E02006041,232,0.03902439024390244
1281,E02006042,5989,E02006042,202,0.03372850225413258
1282,E02006043,6830,E02006043,227,0.03323572474377745
1283,E02006044,6338,E02006044,228,0.035973493215525405
1284,E02006045,10988,E02006045,342,0.031124863487440844
1285,E02006046,9121,E02006046,340,0.0372766144063151
1286,E02003892,6456,E02003892,267,0.041356877323420076
1287,E02003893,6605,E02003893,270,0.0408781226343679
1288,E02003894,8348,E02003894,348,0.04168663152850982
1289,E02003895,8851,E02003895,356,0.04022144390464354
1290,E02003896,5855,E02003896,303,0.05175064047822374
1291,E02003897,5578,E02003897,246,0.04410182861240588
1292,E02003898,6725,E02003898,258,0.03836431226765799
1293,E02003899,5478,E02003899,236,0.04308141657539248
1294,E02003900,7104,E02003900,364,0.051238738738738736
1295,E02003901,7853,E02003901,269,0.03425442506048644
1296,E02003902,5214,E02003902,249,0.047756041426927506
1297,E02003903,6325,E02003903,278,0.04395256916996047
1298,E02003904,4995,E02003904,171,0.03423423423423423
1299,E02003905,6867,E02003905,277,0.04033784767729722
1300,E02003906,5937,E02003906,213,0.0358767054067711
1301,E02003907,8370,E02003907,319,0.038112305854241336
1302,E02003908,8512,E02003908,406,0.047697368421052634
1303,E02003909,10491,E02003909,548,0.052235249261271564
1304,E02003910,6460,E02003910,335,0.05185758513931889
1305,E02003911,9040,E02003911,375,0.041482300884955754
1306,E02003912,8009,E02003912,301,0.03758271944062929
1307,E02003913,6174,E02003913,407,0.06592160673793326
1308,E02003914,8339,E02003914,706,0.08466242954790743
1309,E02003915,7851,E02003915,1169,0.14889822952490128
1310,E02003916,7000,E02003916,1683,0.24042857142857144
1311,E02003917,8195,E02003917,503,0.06137888956680903
1312,E02003918,7121,E02003918,259,0.03637129616626878
1313,E02003919,7421,E02003919,301,0.04056057135156987
1314,E02003920,8081,E02003920,286,0.03539165944808811
1315,E02003921,6095,E02003921,239,0.03921246923707957
1316,E02003922,8673,E02003922,344,0.039663322956301164
1317,E02003923,8571,E02003923,318,0.03710185509275464
1318,E02003924,6970,E02003924,304,0.0436154949784792
1319,E02003925,7350,E02003925,312,0.04244897959183674
1320,E02003926,8459,E02003926,345,0.040784962761555736
1321,E02003927,11494,E02003927,1643,0.14294414477118497
1322,E02003928,12161,E02003928,548,0.0450620837102212
1323,E02003929,6931,E02003929,257,0.03707978646659934
1324,E02003930,9630,E02003930,330,0.03426791277258567
1325,E02003931,10667,E02003931,425,0.03984250492172119
1326,E02003932,7558,E02003932,224,0.029637470230219634
1327,E02003933,7192,E02003933,220,0.030589543937708564
1328,E02003934,7252,E02003934,225,0.03102592388306674
1329,E02003935,10918,E02003935,360,0.03297307199120718
1330,E02003936,8499,E02003936,455,0.05353571008353924
1331,E02003937,5630,E02003937,165,0.02930728241563055
1332,E02003938,7116,E02003938,247,0.034710511523327714
1333,E02003939,7100,E02003939,261,0.03676056338028169
1334,E02003940,6242,E02003940,227,0.036366549182954185
1335,E02003941,8442,E02003941,341,0.04039327173655532
1336,E02003942,7998,E02003942,279,0.03488372093023256
1337,E02003943,6956,E02003943,342,0.049166187464059805
1338,E02003944,10144,E02003944,438,0.04317823343848581
1339,E02003945,6104,E02003945,245,0.040137614678899085
1340,E02003946,9622,E02003946,369,0.03834961546456038
1341,E02003947,6646,E02003947,260,0.03912127595546193
1342,E02003948,8284,E02003948,374,0.04514727184934814
1343,E02003949,6651,E02003949,276,0.04149751917004962
1344,E02003950,5603,E02003950,193,0.034445832589684096
1345,E02003951,5929,E02003951,244,0.041153651543261935
1346,E02003952,8786,E02003952,263,0.029933985886637832
1347,E02003953,11432,E02003953,442,0.03866340097970609
1348,E02003954,7403,E02003954,325,0.04390112116709442
1349,E02003955,9966,E02003955,501,0.050270921131848285
1350,E02003956,7893,E02003956,250,0.03167363486633726
1351,E02003957,11019,E02003957,454,0.04120156094019421
1352,E02003958,8416,E02003958,342,0.04063688212927757
1353,E02003959,7110,E02003959,279,0.039240506329113925
1354,E02003960,6057,E02003960,235,0.038798084860491994
1355,E02003961,9863,E02003961,380,0.03852783128865457
1356,E02003962,7313,E02003962,301,0.0411595788322166
1357,E02003963,10148,E02003963,430,0.0423728813559322
1358,E02003964,8030,E02003964,267,0.03325031133250311
1359,E02006781,2224,E02006781,20,0.008992805755395683
1360,E02006634,8633,E02006634,353,0.04088960963743774
1361,E02006635,8533,E02006635,717,0.08402671979374195
1362,E02006636,6987,E02006636,238,0.0340632603406326
1363,E02006637,10990,E02006637,374,0.03403093721565059
1364,E02006638,6256,E02006638,200,0.0319693094629156
1365,E02006639,8466,E02006639,329,0.03886132766359556
1366,E02006640,7389,E02006640,247,0.03342806875084585
1367,E02006641,8167,E02006641,460,0.056324231664013714
1368,E02006642,5653,E02006642,178,0.031487705643021405
1369,E02006643,18085,E02006643,433,0.023942493779375174
1370,E02006644,6525,E02006644,260,0.03984674329501916
1371,E02006645,7834,E02006645,286,0.036507531273934135
1372,E02006646,7739,E02006646,208,0.026876857475125984
1373,E02006647,5958,E02006647,207,0.03474320241691843
1374,E02006648,6109,E02006648,234,0.03830414143067605
1375,E02006649,7521,E02006649,338,0.044940832336125516
1376,E02006650,12984,E02006650,416,0.03203943314849045
1377,E02006651,7475,E02006651,316,0.04227424749163879
1378,E02006652,9603,E02006652,482,0.05019264813079246
1379,E02006653,9662,E02006653,465,0.048126681846408614
1380,E02006654,9395,E02006654,410,0.043640234167110166
1381,E02006655,7454,E02006655,293,0.03930775422591897
