areaCode_x,areaCode_y,distance
E02000001,E02000981,4.351150274659356
E02000001,E02000982,4.727694447765489
E02000001,E02000983,4.455546262161951
E02000001,E02006801,2.1719314997396233
E02000001,E02006802,2.09333235905471
E02000002,E02000003,1.4616772271438312
E02000002,E02000004,4.446638397546484
E02000002,E02000005,2.9865244246637213
E02000002,E02000007,3.5718434820772753
E02000002,E02000008,3.9862493647890016
E02000002,E02000009,4.290581874123196
E02000002,E02000010,4.6462492001295645
E02000002,E02000466,4.210213041460865
E02000002,E02000468,2.7853148172077615
E02000002,E02000469,4.76875622446696
E02000002,E02000471,3.259415255595763
E02000002,E02000472,2.2050778484517335
E02000002,E02000474,1.5240842579960003
E02000002,E02000475,4.5130242091957165
E02000002,E02000476,3.188192235328406
E02000002,E02000477,4.983836391129807
E02000002,E02000479,4.117596920323605
E02000002,E02000480,2.57392312435549
E02000002,E02000752,2.585885161125939
E02000002,E02000753,3.656698587458941
E02000002,E02000756,4.032432431249125
E02000002,E02000760,4.380292251704256
E02000002,E02000763,1.91482817216519
E02000002,E02000765,4.788778202707833
E02000002,E02000767,4.085290789201689
E02000002,E02000769,1.7821652563569748
E02000002,E02000770,3.405339195616207
E02000002,E02000772,2.518824258558954
E02000002,E02000773,4.448997344447176
E02000002,E02000774,3.4773225140341606
E02000002,E02000781,4.77354487811036
E02000002,E02004543,4.579313314782523
E02000002,E02006799,3.1019061666209233
E02000002,E02006800,3.543597491331635
E02000003,E02000004,3.2595333837181992
E02000003,E02000005,1.5250120857070428
E02000003,E02000007,2.1873242813963505
E02000003,E02000008,2.559790974049695
E02000003,E02000009,3.041589010618375
E02000003,E02000010,3.1856556293825067
E02000003,E02000011,3.8309222607232005
E02000003,E02000012,4.517329419949057
E02000003,E02000013,3.7521385855101936
E02000003,E02000014,3.846996834606045
E02000003,E02000015,4.454562524435807
E02000003,E02000018,4.557324684245693
E02000003,E02000468,4.096031447018228
E02000003,E02000471,3.7297027855665106
E02000003,E02000472,2.705637528016145
E02000003,E02000474,1.7449384462615012
E02000003,E02000475,4.504132779534522
E02000003,E02000476,2.9138618931308606
E02000003,E02000477,4.546932094098205
E02000003,E02000479,3.495920581523931
E02000003,E02000480,1.6478896906511493
E02000003,E02000484,4.143897066407538
E02000003,E02000752,4.037535840614777
E02000003,E02000753,4.850305856225852
E02000003,E02000756,4.858514321230276
E02000003,E02000760,4.92366176926488
E02000003,E02000763,2.7460837850016593
E02000003,E02000765,4.895284490530858
E02000003,E02000767,4.175696894178921
E02000003,E02000769,1.2320478629040077
E02000003,E02000770,3.125805498609215
E02000003,E02000772,2.0451618044980635
E02000003,E02000773,4.142743527524833
E02000003,E02000774,2.9555749365967245
E02000003,E02000776,4.6866340560667545
E02000003,E02000780,4.60403522214307
E02000003,E02000781,3.856391150891582
E02000003,E02006799,1.8238925956847667
E02000003,E02006800,2.6096444429418155
E02000004,E02000005,2.4037456128270147
E02000004,E02000007,1.3742942413130497
E02000004,E02000008,2.9041037412520967
E02000004,E02000009,4.073426203813702
E02000004,E02000010,2.2032551027471596
E02000004,E02000011,1.2504537144734396
E02000004,E02000013,4.019032662186092
E02000004,E02000014,2.907358979196787
E02000004,E02000015,2.277567164210812
E02000004,E02000018,4.922899425194185
E02000004,E02000019,4.1861539433008135
E02000004,E02000021,3.7946684008822906
E02000004,E02000471,4.376184033805995
E02000004,E02000472,3.9701480422904445
E02000004,E02000473,4.8403524423601345
E02000004,E02000474,3.461188106782679
E02000004,E02000475,3.8270635014343166
E02000004,E02000476,2.6513781777890912
E02000004,E02000477,2.8521221609127156
E02000004,E02000478,4.204164953183595
E02000004,E02000479,1.912821776187287
E02000004,E02000480,1.9148755547739214
E02000004,E02000483,3.0211473764593757
E02000004,E02000484,1.4992770174894385
E02000004,E02000485,4.212370842789118
E02000004,E02000486,2.2533733951294384
E02000004,E02000488,2.8365896954374876
E02000004,E02000489,1.9563149157758355
E02000004,E02000490,2.742544963377526
E02000004,E02000491,3.6420352623673433
E02000004,E02000493,4.653430893803174
E02000004,E02000769,4.2799642911285325
E02000004,E02000772,4.877914609258952
E02000004,E02006799,3.4879606069100175
E02000004,E02006800,4.653946031257649
E02000005,E02000007,1.0385268829563568
E02000005,E02000008,1.1498009453924187
E02000005,E02000009,2.0330621185549704
E02000005,E02000010,1.6672984045987604
E02000005,E02000011,2.5445265505828334
E02000005,E02000012,3.6252576236407092
E02000005,E02000013,2.46844797345514
E02000005,E02000014,2.3269247909197994
E02000005,E02000015,3.001024097514869
E02000005,E02000017,4.546767410770984
E02000005,E02000018,3.3669943207750235
E02000005,E02000019,3.674028148844724
E02000005,E02000020,4.854208884238332
E02000005,E02000021,4.140920235796021
E02000005,E02000023,4.357020890036313
E02000005,E02000471,4.7011609793354205
E02000005,E02000472,3.8183710182634343
E02000005,E02000474,2.9059940115406353
E02000005,E02000476,3.3889875709257633
E02000005,E02000477,4.601458352617676
E02000005,E02000479,3.4720782713056537
E02000005,E02000480,1.8138283398444082
E02000005,E02000484,3.7037664325215656
E02000005,E02000486,4.644668918061205
E02000005,E02000489,4.184996555739959
E02000005,E02000490,4.7247647374449135
E02000005,E02000491,4.858949300522246
E02000005,E02000763,4.002489922105239
E02000005,E02000767,4.744428146142907
E02000005,E02000769,2.065009384916396
E02000005,E02000770,3.495750066027034
E02000005,E02000772,2.5200910599571733
E02000005,E02000773,4.325106343309608
E02000005,E02000774,3.098561216168263
E02000005,E02000776,4.72250398983145
E02000005,E02000780,4.315397610062
E02000005,E02000781,3.310227225539347
E02000005,E02000783,4.6777447812452495
E02000005,E02006799,1.1140439336156955
E02000005,E02006800,2.2852969369812497
E02000007,E02000008,1.6561883733069347
E02000007,E02000009,2.788728401789475
E02000007,E02000010,1.4000612660415979
E02000007,E02000011,1.6437335351883968
E02000007,E02000012,4.338174930729751
E02000007,E02000013,2.921592498082424
E02000007,E02000014,2.201866527955701
E02000007,E02000015,2.3441759496458476
E02000007,E02000018,3.8535911048880522
E02000007,E02000019,3.6147927074185056
E02000007,E02000021,3.712940723797679
E02000007,E02000023,4.641201083490888
E02000007,E02000471,4.508340766088999
E02000007,E02000472,3.8010636241965354
E02000007,E02000474,3.0253781420567507
E02000007,E02000475,4.46487855319229
E02000007,E02000476,2.951344127366109
E02000007,E02000477,3.829309195405114
E02000007,E02000479,2.7239633907857606
E02000007,E02000480,1.530151248713593
E02000007,E02000483,4.31065033442998
E02000007,E02000484,2.751729038431892
E02000007,E02000486,3.625518743030249
E02000007,E02000488,4.193584950121684
E02000007,E02000489,3.1631760541640297
E02000007,E02000490,3.760429621685543
E02000007,E02000491,4.126605142805956
E02000007,E02000763,4.877238325337765
E02000007,E02000769,3.022690802732664
E02000007,E02000770,4.534203604193051
E02000007,E02000772,3.5475461176452168
E02000007,E02000774,4.132687338096478
E02000007,E02000781,4.204309345123027
E02000007,E02006799,2.1138601259670846
E02000007,E02006800,3.281535669580618
E02000008,E02000009,1.17166140006664
E02000008,E02000010,1.108848091123559
E02000008,E02000011,2.50379038098076
E02000008,E02000012,2.6835670836828336
E02000008,E02000013,1.3354429459297845
E02000008,E02000014,1.4206046390847353
E02000008,E02000015,2.536755646536159
E02000008,E02000016,4.38877688194386
E02000008,E02000017,3.607354348942067
E02000008,E02000018,2.2558628788455573
E02000008,E02000019,2.619944639245714
E02000008,E02000020,3.708815079881413
E02000008,E02000021,3.3320492136001936
E02000008,E02000022,4.446706892664384
E02000008,E02000023,3.2075404942279584
E02000008,E02000472,4.968133267525675
E02000008,E02000474,4.052995367279984
E02000008,E02000476,4.4579631410511995
E02000008,E02000479,4.370974839921473
E02000008,E02000480,2.9005606286171335
E02000008,E02000484,4.368443302534816
E02000008,E02000489,4.326710589583558
E02000008,E02000490,4.643103478722756
E02000008,E02000491,4.3526914431143435
E02000008,E02000763,4.657179481554089
E02000008,E02000767,4.816541204087264
E02000008,E02000769,2.6788914850758108
E02000008,E02000770,3.535198229280913
E02000008,E02000772,2.8009365897054677
E02000008,E02000773,4.137407129339674
E02000008,E02000774,3.026300664269894
E02000008,E02000776,4.394058892133613
E02000008,E02000780,3.77231803642437
E02000008,E02000781,2.6600496736114465
E02000008,E02000782,4.486809327203084
E02000008,E02000783,3.9012888431574373
E02000008,E02006799,1.131986711423715
E02000008,E02006800,2.0193348402413496
E02000009,E02000010,2.160178722941597
E02000009,E02000011,3.6215987281517585
E02000009,E02000012,1.592235169010837
E02000009,E02000013,0.9586162926440747
E02000009,E02000014,2.106367834139416
E02000009,E02000015,3.4696077438682367
E02000009,E02000016,3.2772671424985456
E02000009,E02000017,2.5151853340122825
E02000009,E02000018,1.5426069310046662
E02000009,E02000019,2.7920583328149657
E02000009,E02000020,3.126656528588168
E02000009,E02000021,3.886520278798881
E02000009,E02000022,3.4413331864792847
E02000009,E02000023,2.73400800035622
E02000009,E02000474,4.731510296402393
E02000009,E02000480,3.8434527373440135
E02000009,E02000715,4.060523033790121
E02000009,E02000716,4.978703724034136
E02000009,E02000717,4.769921482691689
E02000009,E02000718,3.859782304827058
E02000009,E02000723,4.699349491582355
E02000009,E02000728,4.115869302522002
E02000009,E02000731,4.988377204484003
E02000009,E02000736,4.28287901734994
E02000009,E02000737,4.980319977177645
E02000009,E02000746,4.866159191279717
E02000009,E02000763,4.458210969847095
E02000009,E02000765,4.5390479126949295
E02000009,E02000767,4.035027506171571
E02000009,E02000769,2.64527835551397
E02000009,E02000770,2.805858654186893
E02000009,E02000772,2.3998378533711224
E02000009,E02000773,3.186124376211191
E02000009,E02000774,2.249784045036016
E02000009,E02000776,3.344315833801427
E02000009,E02000779,3.9063940187475206
E02000009,E02000780,2.6347977181173885
E02000009,E02000781,1.5063484100500668
E02000009,E02000782,3.317458869402136
E02000009,E02000783,2.73423502545552
E02000009,E02006799,1.2182520556432264
E02000009,E02006800,1.244470923377596
E02000009,E02006924,4.610618796443055
E02000010,E02000011,1.4729254397423799
E02000010,E02000012,3.458778190524945
E02000010,E02000013,1.8538987418159325
E02000010,E02000014,0.8028306312836746
E02000010,E02000015,1.4434694494847888
E02000010,E02000017,4.340043027097879
E02000010,E02000018,2.7306322841574198
E02000010,E02000019,2.2147408615238215
E02000010,E02000020,3.8822506687230813
E02000010,E02000021,2.475607119481263
E02000010,E02000023,3.3280917154491116
E02000010,E02000065,4.890855190590773
E02000010,E02000474,4.3575536160785875
E02000010,E02000476,4.334057755350948
E02000010,E02000479,3.9642303046607483
E02000010,E02000480,2.9240354272797657
E02000010,E02000484,3.7000054103680946
E02000010,E02000486,4.264544390559704
E02000010,E02000488,4.595076894748635
E02000010,E02000489,3.3053226672874545
E02000010,E02000490,3.548855891706007
E02000010,E02000491,3.2900304959599116
E02000010,E02000493,4.905183584750481
E02000010,E02000769,3.615168601290536
E02000010,E02000770,4.639091162190399
E02000010,E02000772,3.857701105358526
E02000010,E02000774,4.13459154144691
E02000010,E02000780,4.7945573779592765
E02000010,E02000781,3.663433422926389
E02000010,E02000783,4.786809308451269
E02000010,E02006799,2.181544023270242
E02000010,E02006800,3.127234179888716
E02000011,E02000012,4.915622608313577
E02000011,E02000013,3.2909924854711456
E02000011,E02000014,1.9420932180179553
E02000011,E02000015,1.0288265612764447
E02000011,E02000018,4.11269954664734
E02000011,E02000019,3.0503327098172197
E02000011,E02000021,2.544672234650144
E02000011,E02000023,4.483755474106258
E02000011,E02000474,4.465767141281137
E02000011,E02000476,3.8756060780528756
E02000011,E02000477,4.028704090689873
E02000011,E02000479,3.1554387835911184
E02000011,E02000480,2.8796907862398973
E02000011,E02000483,3.902972796493089
E02000011,E02000484,2.552398688062568
E02000011,E02000485,4.913651994000311
E02000011,E02000486,2.8737844576065243
E02000011,E02000488,3.130377810463005
E02000011,E02000489,1.8342267142794408
E02000011,E02000490,2.194030460203774
E02000011,E02000491,2.5435295869939454
E02000011,E02000492,4.741056598104574
E02000011,E02000493,3.8456283961570126
E02000011,E02000769,4.606129370692672
E02000011,E02006799,3.4225317591531743
E02000011,E02006800,4.492741917807927
E02000012,E02000013,1.6329976299900921
E02000012,E02000014,3.082530912277
E02000012,E02000015,4.5027282214498685
E02000012,E02000016,1.7053359854680297
E02000012,E02000017,0.9267483614700563
E02000012,E02000018,1.080209535621025
E02000012,E02000019,3.030615163082136
E02000012,E02000020,2.1935915104481545
E02000012,E02000021,4.403810114985756
E02000012,E02000022,1.8747051815284315
E02000012,E02000023,2.0725344930299707
E02000012,E02000313,4.788246325948614
E02000012,E02000314,4.726780934722697
E02000012,E02000715,2.878991097702773
E02000012,E02000716,3.8094152913081705
E02000012,E02000717,3.4651986488951465
E02000012,E02000718,2.529881411039304
E02000012,E02000720,4.594430606964171
E02000012,E02000723,3.2435157167755504
E02000012,E02000724,3.8573940873125148
E02000012,E02000727,4.3047407813607945
E02000012,E02000728,2.5912004731610483
E02000012,E02000730,4.9170620277695685
E02000012,E02000731,3.428731870560971
E02000012,E02000732,4.105978506448985
E02000012,E02000735,4.934408878833905
E02000012,E02000736,2.694065247893661
E02000012,E02000737,3.3885316322309427
E02000012,E02000738,4.230305913250722
E02000012,E02000742,4.081113059683842
E02000012,E02000745,4.93182310892716
E02000012,E02000746,3.428538886954433
E02000012,E02000748,4.879204237670065
E02000012,E02000762,4.847214361435131
E02000012,E02000765,4.409266316966553
E02000012,E02000767,4.1298932157338575
E02000012,E02000769,3.853447851098532
E02000012,E02000770,3.186878639448191
E02000012,E02000772,3.316768320209612
E02000012,E02000773,3.0222226180449385
E02000012,E02000774,2.6853605481712353
E02000012,E02000776,2.8572558778361894
E02000012,E02000779,3.064022608534163
E02000012,E02000780,1.873710787947722
E02000012,E02000781,1.0985213190957077
E02000012,E02000782,2.145387089662727
E02000012,E02000783,1.3912402427093309
E02000012,E02006799,2.7257158768002365
E02000012,E02006800,2.099177880483808
E02000012,E02006924,4.028381781998633
E02000013,E02000014,1.4612059098593393
E02000013,E02000015,2.8874434124378743
E02000013,E02000016,3.278012624316946
E02000013,E02000017,2.4894468839547907
E02000013,E02000018,0.9323831345301146
E02000013,E02000019,1.846029674324764
E02000013,E02000020,2.3917519733994568
E02000013,E02000021,3.028153950194111
E02000013,E02000022,3.199288587994001
E02000013,E02000023,1.9197668240954886
E02000013,E02000065,4.540076970855442
E02000013,E02000313,4.600866136449001
E02000013,E02000314,4.9190441217476
E02000013,E02000480,4.235668779406784
E02000013,E02000491,4.414425793591248
E02000013,E02000715,4.464646792802418
E02000013,E02000718,4.153901250562351
E02000013,E02000723,4.871530542607828
E02000013,E02000728,4.197212600667368
E02000013,E02000731,4.991105000670598
E02000013,E02000736,4.090776031825901
E02000013,E02000737,4.841500841111636
E02000013,E02000746,4.371704347263244
E02000013,E02000767,4.93261730395268
E02000013,E02000769,3.5416076207627216
E02000013,E02000770,3.734705121739652
E02000013,E02000772,3.354954792218634
E02000013,E02000773,4.005834980226868
E02000013,E02000774,3.1752045691452624
E02000013,E02000776,4.065172644799227
E02000013,E02000779,4.495186102096142
E02000013,E02000780,3.219601840169523
E02000013,E02000781,2.1154173616803407
E02000013,E02000782,3.7164773147527446
E02000013,E02000783,3.005704640472335
E02000013,E02006799,2.0021494428041278
E02000013,E02006800,2.1943783041518112
E02000014,E02000015,1.4263951360245846
E02000014,E02000016,4.670819429493283
E02000014,E02000017,3.894469828375724
E02000014,E02000018,2.189959605203091
E02000014,E02000019,1.4148250709371375
E02000014,E02000020,3.1512364699399726
E02000014,E02000021,1.9121527353179297
E02000014,E02000022,4.464610810693142
E02000014,E02000023,2.59142049078882
E02000014,E02000065,4.140006038937874
E02000014,E02000313,4.666755858668944
E02000014,E02000479,4.731050326333674
E02000014,E02000480,3.721440589268304
E02000014,E02000484,4.381003808368986
E02000014,E02000486,4.815540006550848
E02000014,E02000489,3.679293741673464
E02000014,E02000490,3.7197297247834156
E02000014,E02000491,3.0556407178468707
E02000014,E02000493,4.778301023062182
E02000014,E02000769,4.097234443874941
E02000014,E02000770,4.835104818619776
E02000014,E02000772,4.195455220206036
E02000014,E02000774,4.296010214574275
E02000014,E02000780,4.645816832223922
E02000014,E02000781,3.5197312353727286
E02000014,E02000783,4.464373530402238
E02000014,E02006799,2.5466621885812777
E02000014,E02006800,3.2655475785948767
E02000015,E02000018,3.564358001593997
E02000015,E02000019,2.159817189145682
E02000015,E02000020,4.245133322441888
E02000015,E02000021,1.5175837187413173
E02000015,E02000023,3.6983786657270596
E02000015,E02000065,4.198043904582579
E02000015,E02000067,4.879934907313792
E02000015,E02000476,4.879676158717674
E02000015,E02000479,4.1842325872388315
E02000015,E02000480,3.767273347638763
E02000015,E02000483,4.792638957173975
E02000015,E02000484,3.538675569208947
E02000015,E02000486,3.681666221790486
E02000015,E02000488,3.7459909273378122
E02000015,E02000489,2.3687667503919276
E02000015,E02000490,2.2972647904136956
E02000015,E02000491,1.8624687609503547
E02000015,E02000492,4.393813140650151
E02000015,E02000493,3.465866758155868
E02000015,E02000781,4.926971173967845
E02000015,E02006799,3.6249692818236676
E02000015,E02006800,4.538368854729833
E02000016,E02000017,0.790388850908715
E02000016,E02000018,2.4911946616563565
E02000016,E02000019,4.274745311181224
E02000016,E02000020,2.5938977382359742
E02000016,E02000022,0.8432876351243657
E02000016,E02000023,2.842681244063164
E02000016,E02000313,4.929893588435269
E02000016,E02000314,4.478112980591976
E02000016,E02000714,3.9290819581208236
E02000016,E02000715,1.891567731316124
E02000016,E02000716,2.669954087376852
E02000016,E02000717,2.1445479238346197
E02000016,E02000718,1.3419361891023793
E02000016,E02000719,4.447513372928696
E02000016,E02000720,3.1472430953344186
E02000016,E02000721,3.4672983636160217
E02000016,E02000722,4.342285937612586
E02000016,E02000723,1.6770376076639515
E02000016,E02000724,2.27487054117626
E02000016,E02000727,2.660850734508942
E02000016,E02000728,0.9392292858168206
E02000016,E02000729,3.986620102600258
E02000016,E02000730,3.2604923864610003
E02000016,E02000731,1.7242826215188387
E02000016,E02000732,2.4039255540440325
E02000016,E02000733,4.741837257083256
E02000016,E02000734,4.034893446169639
E02000016,E02000735,3.2305449957772474
E02000016,E02000736,1.1837841571175385
E02000016,E02000737,1.74606897059614
E02000016,E02000738,2.5403273073551067
E02000016,E02000739,3.8486020177475866
E02000016,E02000740,4.982589749960336
E02000016,E02000741,3.327175455466592
E02000016,E02000742,2.5057019173967334
E02000016,E02000743,4.630571488839887
E02000016,E02000744,4.115551577693483
E02000016,E02000745,3.363363042974899
E02000016,E02000746,2.4837250739012995
E02000016,E02000748,3.4958700992531377
E02000016,E02000749,4.364759286982934
E02000016,E02000750,4.4960253155448795
E02000016,E02000762,4.8785991506068385
E02000016,E02000765,4.526263239432995
E02000016,E02000767,4.518612957361956
E02000016,E02000768,4.980599740549014
E02000016,E02000770,3.998791500759195
E02000016,E02000772,4.5107587538163605
E02000016,E02000773,3.3740859243259607
E02000016,E02000774,3.6503634195110224
E02000016,E02000776,2.901834143437396
E02000016,E02000777,3.9962761479356623
E02000016,E02000779,2.578123730975771
E02000016,E02000780,2.0224894482940474
E02000016,E02000781,2.214667959050555
E02000016,E02000782,1.4632625281881282
E02000016,E02000783,0.9673717933128723
E02000016,E02000922,4.786725234921285
E02000016,E02006799,4.331382908713975
E02000016,E02006800,3.466502710749629
E02000016,E02006924,3.682376329711744
E02000017,E02000018,1.7321935502222625
E02000017,E02000019,3.5911007022147916
E02000017,E02000020,2.1678028688050612
E02000017,E02000022,1.0577582917746051
E02000017,E02000023,2.28390784515775
E02000017,E02000313,4.690810761353591
E02000017,E02000314,4.41556129394805
E02000017,E02000714,4.608644547576445
E02000017,E02000715,2.3227622543973476
E02000017,E02000716,3.2056934153943524
E02000017,E02000717,2.762511736301925
E02000017,E02000718,1.8581941991890616
E02000017,E02000720,3.8397620014030034
E02000017,E02000721,4.206811277636346
E02000017,E02000723,2.4138266294634976
E02000017,E02000724,3.0239282026986043
E02000017,E02000727,3.4368802925592132
E02000017,E02000728,1.7111417259628932
E02000017,E02000729,4.764872234139484
E02000017,E02000730,4.041870252244651
E02000017,E02000731,2.512868045223041
E02000017,E02000732,3.193686907934878
E02000017,E02000734,4.824679574945363
E02000017,E02000735,4.019114456408416
E02000017,E02000736,1.7943221623818484
E02000017,E02000737,2.466402976226757
E02000017,E02000738,3.303569062345773
E02000017,E02000739,4.631291197818306
E02000017,E02000741,4.080441412354506
E02000017,E02000742,3.176948048888936
E02000017,E02000744,4.8612442974168255
E02000017,E02000745,4.032653735080763
E02000017,E02000746,2.7482117490340703
E02000017,E02000748,4.0441167267338605
E02000017,E02000762,4.889480500389271
E02000017,E02000765,4.491172316926601
E02000017,E02000767,4.357394130995961
E02000017,E02000769,4.613248923530474
E02000017,E02000770,3.634650644771629
E02000017,E02000772,3.985504150571399
E02000017,E02000773,3.2002579020382975
E02000017,E02000774,3.2102822895224765
E02000017,E02000776,2.853262813364059
E02000017,E02000777,4.521937882647344
E02000017,E02000779,2.776903514855247
E02000017,E02000780,1.860435360931249
E02000017,E02000781,1.6454311821509549
E02000017,E02000782,1.6889274670895442
E02000017,E02000783,0.9171797183030795
E02000017,E02006799,3.615263346958618
E02000017,E02006800,2.850049860534228
E02000017,E02006924,3.848600194515103
E02000018,E02000019,1.9508950658889668
E02000018,E02000020,1.5843916603581336
E02000018,E02000021,3.332808741155361
E02000018,E02000022,2.299746127520056
E02000018,E02000023,1.2314846196725548
E02000018,E02000065,4.248865049230043
E02000018,E02000313,4.031622784648721
E02000018,E02000314,4.186643760491121
E02000018,E02000315,4.989120206624624
E02000018,E02000491,4.8597898214056485
E02000018,E02000715,3.9303556286836914
E02000018,E02000716,4.852537269605548
E02000018,E02000717,4.464718776232284
E02000018,E02000718,3.537712980672043
E02000018,E02000723,4.1454030525762855
E02000018,E02000724,4.754103325361203
E02000018,E02000728,3.4292280130012465
E02000018,E02000731,4.164699058204581
E02000018,E02000732,4.847103068791706
E02000018,E02000736,3.1954533858855227
E02000018,E02000737,3.9567996858115553
E02000018,E02000738,4.852526064804307
E02000018,E02000742,4.532494821453951
E02000018,E02000746,3.446904222060907
E02000018,E02000769,4.171241662063973
E02000018,E02000770,3.9572800264535894
E02000018,E02000772,3.8230212650788142
E02000018,E02000773,3.98207759243051
E02000018,E02000774,3.411245618434443
E02000018,E02000776,3.8920069686483445
E02000018,E02000779,4.143401399352803
E02000018,E02000780,2.9335812088574644
E02000018,E02000781,1.9941620619269362
E02000018,E02000782,3.210195156706272
E02000018,E02000783,2.434114486800376
E02000018,E02006799,2.746439862626899
E02000018,E02006800,2.576926515636017
E02000019,E02000020,2.1183094974405234
E02000019,E02000021,1.4114922520473658
E02000019,E02000022,3.8306961211113926
E02000019,E02000023,1.5989638650727256
E02000019,E02000065,2.8123250623613143
E02000019,E02000066,3.8944575842495466
E02000019,E02000067,4.040920061116575
E02000019,E02000313,3.252589201293869
E02000019,E02000314,3.913011980861938
E02000019,E02000315,4.192137514493174
E02000019,E02000489,4.50779941216635
E02000019,E02000490,4.252093366154067
E02000019,E02000491,2.992435462221724
E02000019,E02000493,4.730174862859084
E02000019,E02000736,4.671987390665028
E02000019,E02000746,4.30323021501389
E02000019,E02000780,4.86282070525928
E02000019,E02000781,3.8430548334199806
E02000019,E02000783,4.371115587702063
E02000019,E02006799,3.6423819961673467
E02000019,E02006800,4.035547164276127
E02000020,E02000021,3.4129919401576028
E02000020,E02000022,1.9204019386303575
E02000020,E02000023,0.5604814375036523
E02000020,E02000065,3.203432493271528
E02000020,E02000066,3.881929200913534
E02000020,E02000067,4.721424141175239
E02000020,E02000313,2.5977344256209296
E02000020,E02000314,2.6098349249909614
E02000020,E02000315,3.5121845537215743
E02000020,E02000318,4.095659527655026
E02000020,E02000319,4.272409426233812
E02000020,E02000320,4.638706261156035
E02000020,E02000321,4.676362574620507
E02000020,E02000715,4.438391302033839
E02000020,E02000717,4.734111559666572
E02000020,E02000718,3.918465727754654
E02000020,E02000723,4.18193881344177
E02000020,E02000724,4.72366541329595
E02000020,E02000727,4.9800173135863615
E02000020,E02000728,3.4211280677138096
E02000020,E02000731,3.8620654114106587
E02000020,E02000732,4.486983786094252
E02000020,E02000736,2.6568296819591883
E02000020,E02000737,3.3951846316488736
E02000020,E02000738,4.284029732367906
